GEO_CODE,GEO_LABEL,socialrented,Noqualifications ,Car_or_van,Deprivation_classification_of_household,%obese,,
E05006250,Knaresborough Scriven Park,470,767,319,630,21.80449051,,
E05004775,Knebworth,722,661,237,682,19.49685535,,
E05004619,Knellwood,427,666,265,736,23.8431936,,
E05000424,Knight's Hill,4354,1797,2923,2024,22.27722772,,
E05001797,Knighton,613,2198,1348,2093,13.91304348,,
E05000637,Knightsbridge and Belgravia,318,467,1592,1144,11.26126126,,
E05008910,Knoll,248,891,93,676,15.88235294,,
E05001452,Knottingley,4105,4372,1927,2083,13.63636364,,
E05000901,Knotty Ash,3553,3639,2325,1772,6.451612903,,
E05001291,Knowle,466,1229,467,1293,14.36881164,,
E05001994,Knowle,1673,2246,1102,1376,14.71698113,,
E05005367,Knowsley,293,849,444,779,14.71698113,,
E05008632,Knutsford,1814,1717,1021,1697,19.56521739,,
E05006974,Knutton and Silverdale,1439,1341,601,599,23.97729472,,
E05002216,Kursaal,2423,2434,2276,1665,14.75826972,,
E05007208,Kyson,591,487,209,309,19.03669725,,
E05002689,"Lacey Green, Speen and the Hampdens",160,226,60,281,14.75826972,,
E05008681,Lache,1730,1235,775,729,18.4375,,
E05002060,Ladden Brook,293,524,89,422,20.32397842,,
E05001492,Ladgate,980,1394,788,804,21.37606703,,
E05008235,"Ladock, St Clement and St Erme",281,569,145,652,20.75087979,,
E05006500,Lady Bay,89,401,305,486,19.42992174,,
E05000181,Lady Margaret,903,2196,918,1500,23.22563006,,
E05008869,Ladybrook,738,963,677,547,21.62879178,,
E05000446,Ladywell,3441,1515,2720,1941,21.04685137,,
E05001193,Ladywood,8338,3400,8528,6782,17.98780488,,
E05004026,Laindon Park,3522,2948,1280,1680,11.94029851,,
E05008494,Lake North,439,991,491,610,12.80788177,,
E05008495,Lake South,575,996,483,577,17.90026765,,
E05005881,Lakenham,4150,2439,1581,1450,26.72069128,,
E05007110,Lakenheath,402,1239,210,858,23.55910566,,
E05007367,Laleham and Shepperton Green,900,1262,351,1115,17.12962963,,
E05006433,Lambley,104,407,95,315,19.1474021,,
E05002304,Lambourn Valley,1152,980,300,779,15.60439076,,
E05004158,Lambourne,361,517,115,340,22.01258585,,
E05001950,Lambridge,511,693,508,732,7.386363636,,
E05001078,Lamesley,2903,2369,1383,1255,9.565217391,,
E05000638,Lancaster Gate,1418,834,4711,2765,26.41235138,,
E05005855,Lancaster North,430,907,277,525,17.58740948,,
E05005856,Lancaster South,798,1136,370,673,19.37054901,,
E05007990,Lanchester,763,1388,600,1108,20.7469179,,
E05003550,"Landkey, Swimbridge and Taw",270,872,180,690,18.99404147,,
E05005159,Lanehead,788,1353,725,823,21.05263158,,
E05004027,Langdon Hills,874,1332,395,1071,13.98305085,,
E05001811,Langham,69,243,52,203,17.52699994,,
E05005303,Langho,46,288,87,296,11.90441952,,
E05001270,Langley,3144,3594,1932,1734,14.7645183,,
E05007637,Langley Green,2239,1562,829,1101,23.16384181,,
E05003295,Langley Mill and Aldercar,1166,1463,666,737,25.41732013,,
E05002346,Langley St Mary's,731,966,446,1109,18.20947885,,
E05004828,Langleybury,1199,799,325,660,14.18918919,,
E05003922,Langney,3033,2361,1054,1533,14.18918919,,
E05006388,Langold,404,782,232,316,12.06896552,,
E05006839,Langport and Huish,314,621,167,429,27.4822695,,
E05003726,Langton,124,233,61,243,26.42315371,,
E05003219,Langwathby,135,248,57,216,14.82103465,,
E05000768,Langworthy,5706,3783,3894,2060,15.60693642,,
E05008236,Lanivet,344,741,110,566,16.80166518,,
E05001951,Lansdown,419,249,619,613,25.8450204,,
E05004295,Lansdown,377,522,864,1003,23.63564217,,
E05007549,Lapworth,235,349,79,407,11.29948413,,
E05005279,Larches,1540,1685,926,1046,22.00956938,,
E05008541,Larkfield North,701,658,202,603,25.46811253,,
E05005121,Larkfield South,486,788,203,554,10.65088757,,
E05000425,Larkhall,7239,2000,4608,2591,27.19136917,,
E05000602,Larkswood,1673,2373,1221,1613,26.87140115,,
E05001567,Lascelles,945,1195,771,637,28.79891285,,
E05001608,Latchford East,2331,1872,1126,1190,17.43589744,,
E05001609,Latchford West,514,1492,774,1086,8.888888889,,
E05000617,Latchmere,7211,2224,4210,2258,29.80418353,,
E05003357,Lathkill and Bradford,214,342,121,224,17.46031746,,
E05001798,Latimer,2243,3646,1777,1373,19.69349345,,
E05002745,Lattersey,450,662,234,322,16.12903226,,
E05008237,Launceston Central,712,679,288,534,6.422018349,,
E05008238,Launceston North,416,801,166,537,21.50537634,,
E05008239,Launceston South,490,844,386,665,16.09756098,,
E05005734,Launditch,329,412,64,279,17.33286607,,
E05006539,Launton,294,719,91,352,19.48831332,,
E05007616,Lavant,529,405,98,350,20.09569378,,
E05000463,Lavender Fields,2249,1483,1597,1515,19.87415394,,
E05007090,Lavenham,338,376,162,280,12.78538813,,
E05008367,"Laverstock, Ford and Old Sarum",568,669,218,570,15.38461538,,
E05004246,Lawford,366,805,251,592,15.55863726,,
E05007503,Lawford and King's Newnham,633,604,226,488,20.54054054,,
E05001899,Lawley and Overdale,918,803,276,566,17.58241758,,
E05003520,Lawrence,471,768,414,610,10.26329979,,
E05001995,Lawrence Hill,9176,3672,4727,2920,23.21404582,,
E05001653,Layton,324,1563,1061,998,16.39320444,,
E05003220,Lazonby,111,211,66,199,16.29575042,,
E05005280,Lea,741,770,271,684,16.77958012,,
E05005706,Lea,73,395,85,331,11.91709845,,
E05000603,Lea Bridge,2522,2739,2722,2029,25.21985588,,
E05000242,Leabridge,4570,2053,3315,1894,14.43850267,,
E05007991,Leadgate and Medomsley,1207,2067,1037,1306,12.85115312,,
E05002202,Leagrave,3033,2396,1259,1646,14.19354839,,
E05006501,Leake,562,993,383,883,13.98305085,,
E05007504,Leam Valley,88,242,42,224,16.5,,
E05005628,Leasingham and Rauceby,161,445,101,332,26.40686185,,
E05000964,Leasowe and Moreton East,3825,3506,2021,1991,19.58762887,,
E05007323,Leatherhead North,1779,1099,667,1095,13.77245509,,
E05007324,Leatherhead South,211,506,324,615,11.25,,
E05007091,Leavenheath,72,264,46,252,18.01065297,,
E05004829,Leavesden,718,641,178,643,18.89375073,,
E05004296,Leckhampton,119,519,266,662,23.58332766,,
E05001862,Ledbury,1353,1863,867,1471,29.6651747,,
E05008682,Ledsham and Manor,50,935,241,975,26.79926089,,
E05004028,Lee Chapel North,5685,3051,1811,1982,28.5620534,,
E05004541,Lee East,594,686,279,737,21.50645643,,
E05000447,Lee Green,2737,1718,2574,2080,21.29202437,,
E05004542,Lee West,140,775,389,820,8.903368401,,
E05004997,Leeds,206,386,59,307,16.93425068,,
E05007060,Leek East,278,1123,513,749,29.57317073,,
E05007061,Leek North,1472,1587,659,761,14.19835164,,
E05007062,Leek South,627,1170,567,830,16.04717788,,
E05007063,Leek West,228,849,338,628,12.30769231,,
E05007550,Leek Wootton,93,247,46,254,20,,
E05006217,Leeming,191,270,50,294,25.21008403,,
E05006218,Leeming Bar,157,363,64,253,26.25551984,,
E05001835,Leen Valley,1614,2537,1402,1493,18.46974808,,
E05004543,Leesland,896,874,707,711,21.34100277,,
E05005572,Legbourne,83,359,59,279,12.19558293,,
E05004841,Leggatts,1648,1233,517,931,24.46236559,,
E05002217,Leigh,94,1184,1025,1394,9.865710257,,
E05005022,Leigh and Chiddingstone Causeway,313,257,83,255,14.55399061,,
E05000852,Leigh East,2185,2738,1538,1640,19.58421335,,
E05000853,Leigh South,2677,3054,1712,1977,28.19148936,,
E05000854,Leigh West,3132,3748,2151,2095,20.6102309,,
E05008633,Leighton,87,510,92,501,14.39393939,,
E05008796,Leighton Buzzard North,2360,2588,1198,1942,14.39393939,,
E05008797,Leighton Buzzard South,1194,1400,503,1371,15.04622485,,
E05007209,Leiston,1188,1394,542,985,5.369127517,,
E05007325,Leith Hill,147,149,29,191,19.41572996,,
E05008240,Lelant and Carbis Bay,114,753,274,647,17.90714306,,
E05001100,Lemington,2319,2284,1371,1462,15.52511416,,
E05006954,Leomansley,914,931,537,856,17.16313097,,
E05001863,Leominster North,1282,1415,554,911,20.57577854,,
E05001864,Leominster South,983,1462,653,940,28.02758348,,
E05008056,Lesbury,653,919,417,746,24.12787452,,
E05000077,Lesnes Abbey,2337,2139,1292,1613,11.85530212,,
E05004776,Letchworth East,1877,895,570,776,27.27272727,,
E05004777,Letchworth Grange,2354,1547,793,1083,13.09232784,,
E05004778,Letchworth South East,2265,1476,628,1011,15.49695963,,
E05004779,Letchworth South West,1477,967,542,973,15.51724138,,
E05004780,Letchworth Wilbury,1867,934,543,758,20.35682779,,
E05003261,Levens,82,273,50,328,22.28110176,,
E05000707,Levenshulme,1231,2002,2037,1750,23.54180431,,
E05004708,Leverstock Green,2167,1419,569,1237,24.60684344,,
E05003646,Lew Valley,124,422,47,265,14.28571429,,
E05003950,Lewes Bridge,743,690,689,751,25.4066499,,
E05003951,Lewes Castle,1130,706,621,626,21.26245847,,
E05003952,Lewes Priory,926,870,730,943,24.16608348,,
E05000448,Lewisham Central,4520,2290,4373,2768,10.90997849,,
E05002203,Lewsey,3185,2728,1428,1752,12.09193118,,
E05004131,Lexden,493,781,361,746,13.46801347,,
E05006284,Leyburn,177,581,205,459,9.486855913,,
E05005342,Leyland Central,249,513,279,466,9.911757691,,
E05005343,Leyland St. Ambrose,370,681,251,586,21.0859632,,
E05005344,Leyland St. Mary's,200,541,234,496,15.89840122,,
E05005066,Leysdown and Warden,255,1098,244,429,16.66666667,,
E05000604,Leyton,4736,2264,2745,1953,17.33333333,,
E05000605,Leytonstone,1808,1623,2198,1761,21.9032213,,
E05007936,Lickhill,552,1600,396,997,16.10169492,,
E05007381,Lightwater,266,740,169,848,17.53926702,,
E05008738,Lightwood North and Normacot,343,1221,404,635,26.05821955,,
E05002204,Limbury,674,1510,562,1057,29.69268056,,
E05000580,Limehouse,7131,2725,3744,2207,14.68531469,,
E05003404,Limestone Peak,224,484,112,304,24.43827595,,
E05007396,Limpsfield,141,322,93,380,14.26137635,,
E05000942,Linacre,5794,3858,3579,1805,17.21791639,,
E05003331,Linacre,352,510,212,526,7.878787879,,
E05005680,Lincrest,167,382,88,323,19.74182802,,
E05007693,Lindfield,330,706,384,865,18.88888889,,
E05004480,Lindford,389,441,87,364,22.044014,,
E05006328,Lindhead,120,409,141,381,28.51551917,,
E05008870,Lindhurst,117,486,112,421,22.24778658,,
E05001407,Lindley,1213,3055,1920,2675,21.79506199,,
E05007853,Lindridge,236,376,52,282,12.18473271,,
E05002406,Linford North,1183,1307,530,1143,15.23214349,,
E05002407,Linford South,1205,1350,812,1224,17.22336924,,
E05008871,Ling Forest,134,511,122,364,23.55038321,,
E05001568,Lingfield,762,1090,567,614,18.33442337,,
E05007397,Lingfield and Crowhurst,592,714,222,582,20.28301887,,
E05007854,Link,990,1117,620,993,27.74216955,,
E05008798,Linslade,836,1467,644,1496,14.67181467,,
E05001493,Linthorpe,351,1530,813,1211,26.30902948,,
E05007832,Linthurst,11,230,31,248,15.61159733,,
E05002808,Linton,662,673,230,599,22.77777778,,
E05008814,Linton,520,1138,267,646,11.50793651,,
E05000965,Liscard,1052,3398,2420,2268,18.51209195,,
E05008241,Liskeard Central,1063,850,546,697,16.23713696,,
E05008242,Liskeard North,223,401,163,296,15.42553191,,
E05008243,Liskeard South and Dobwalls,786,930,345,665,21.07271236,,
E05004481,Liss,609,819,241,645,12.07729469,,
E05000943,Litherland,2637,2811,2101,1570,15.6097561,,
E05006955,Little Aston,39,404,56,346,19.87732498,,
E05004105,"Little Baddow, Danbury and Sandon",757,1187,262,1030,21.11111111,,
E05006043,Little Brook,130,213,50,288,17.53246753,,
E05004881,Little Burton Farm,418,378,123,343,15.03436465,,
E05002646,Little Chalfont,877,545,257,618,17.17171717,,
E05008739,Little Chell and Stanfield,1948,1884,892,871,22.37762238,,
E05004247,Little Clacton and Weeley,204,1434,309,735,20.76923077,,
E05003377,Little Eaton and Breadsall,233,494,159,448,24.69542534,,
E05004733,Little Hadham,239,293,49,269,25.07122507,,
E05003378,Little Hallam,96,1035,429,593,16.74262902,,
E05007918,Little Hampton,741,846,251,674,15.71906355,,
E05001629,Little Harwood,1040,1684,774,833,19.81779058,,
E05005345,Little Hoole and Much Hoole,127,637,132,556,21.75561833,,
E05001358,Little Horton,4665,5534,3354,2387,21.73913043,,
E05000769,Little Hulton,6284,3512,2288,1714,18.55341336,,
E05000487,Little Ilford,4133,2788,2739,1970,19.12350598,,
E05000664,Little Lever and Darcy Lever,1540,2702,1141,1759,18.98305085,,
E05002647,Little Missenden,217,234,44,233,18.98305085,,
E05008683,Little Neston and Burton,468,1190,359,1219,14,,
E05004183,Little Parndon and Hare Street,2809,1549,991,1273,17.54121754,,
E05008579,Little Paxton,194,524,120,457,13.22957198,,
E05002282,Little Sandhurst and Wellington,164,592,184,540,13.22957198,,
E05004913,Little Stour,306,446,129,369,17.46031746,,
E05004949,Little Stour and Ashstone,928,1244,302,887,18.65079365,,
E05002237,Little Thurrock Blackshots,600,1350,391,810,12.35294118,,
E05002238,Little Thurrock Rectory,239,1092,406,811,15.31487635,,
E05000639,Little Venice,2149,1012,2688,1543,19.10714329,,
E05000747,Littleborough Lakeside,714,1829,816,1255,9.202453988,,
E05004933,Littlebrook,1500,931,627,670,11.26126126,,
E05004271,Littlebury,133,160,32,162,15.11538101,,
E05004350,Littledean and Ruspidge,557,816,209,539,30.0944282,,
E05002120,Littledown and Iford,318,1221,563,1339,10.32055455,,
E05003770,Littlemoor,1372,694,429,535,18.7250942,,
E05005304,Littlemoor,470,579,383,433,23.33333333,,
E05006557,Littlemore,1452,1239,732,847,7.647058824,,
E05001777,Littleover,1137,1632,697,1568,13.91941392,,
E05002728,Littleport East,761,1243,344,822,24.30242508,,
E05002729,Littleport West,970,730,239,445,12.23628692,,
E05004661,Littleton and Harestock,238,485,150,446,15.60693642,,
E05007026,Littleworth,722,1295,694,855,21.90121701,,
E05003358,Litton and Longstone,58,225,42,218,22.52559727,,
E05001408,Liversedge and Gomersal,3414,4134,1951,2723,16.45388315,,
E05000543,Livesey,9153,2565,3555,2065,18.98322923,,
E05001630,Livesey with Pleasington,163,1141,351,922,27.66181467,,
E05001865,Llangarron,149,568,101,434,29.84301899,,
E05008163,Llanymynech,353,719,118,573,12.16959172,,
E05001079,Lobley Hill and Bensham,2614,2838,2086,1454,16.47726109,,
E05001996,Lockleaze,3349,2594,1423,1629,14.83739837,,
E05004522,Locks Heath,298,882,331,857,13.78340714,,
E05001513,Lockwood,520,620,253,263,16.17021277,,
E05003707,Lodbourne,327,553,191,317,16.34237332,,
E05002384,Loddon,761,1024,382,1031,16.76481703,,
E05005923,Loddon,372,557,213,362,12.68406002,,
E05003757,Loders,120,230,61,287,14.39393939,,
E05004219,Lodge,65,731,149,509,18.65671642,,
E05005933,Lodge Park,600,952,442,568,28.71229108,,
E05007876,Lodge Park,1231,1432,539,792,10.90643375,,
E05001514,Loftus,1351,1846,896,910,15.22491349,,
E05006975,Loggerheads and Whitmore,365,1009,191,937,15.22491349,,
E05004794,London Colney,1585,1244,547,1214,15.22491349,,
E05005955,Long Buckby,526,653,240,552,15.22491349,,
E05005500,Long Clawson and Stathern,342,555,151,505,20.21721811,,
E05007524,Long Compton,276,327,62,320,20.99236641,,
E05002610,Long Crendon,589,657,179,591,18.37837838,,
E05007258,Long Ditton,595,566,305,666,12.92134831,,
E05003379,Long Eaton Central,498,1194,598,863,21.74070904,,
E05007525,Long Itchington,283,367,97,293,16.60899654,,
E05003221,Long Marton,34,227,51,182,16.60899654,,
E05007092,Long Melford,503,868,289,566,22.76004704,,
E05004561,Long Sutton,228,157,29,190,23.70572207,,
E05005650,Long Sutton,854,2229,464,1213,12.66666667,,
E05001515,Longbeck,177,1067,358,920,12.73991734,,
E05001123,Longbenton,3577,2464,2033,1566,11.98659533,,
E05000035,Longbridge,917,2009,989,1301,11.66007905,,
E05001194,Longbridge,6853,6058,3411,3425,6.018518519,,
E05003551,Longbridge,342,923,324,651,13.70967742,,
E05008164,Longden,522,625,194,506,14.52093211,,
E05000814,Longdendale,2673,2446,1388,1386,22.77777778,,
E05006956,Longdon,113,321,43,278,17.73255814,,
E05007855,Longdon,127,367,37,277,25.73529412,,
E05004934,"Longfield, New Barn and Southfleet",282,1097,190,868,18.40224298,,
E05000832,Longford,2140,2158,1465,1536,15.26717557,,
E05001225,Longford,3629,4616,2934,2751,7.317073171,,
E05003683,Longham,53,391,79,317,17.57322176,,
E05001675,Longhill,4656,3727,2290,1685,17.57322176,,
E05005326,Longholme,954,1185,544,726,15.25974026,,
E05008057,Longhoughton,377,621,155,567,15.70640733,,
E05000078,Longlands,1111,1824,994,1470,24.96350747,,
E05004370,Longlevens,177,1310,449,1275,16.42437164,,
E05004808,Longmeadow,1392,1060,475,818,20.99790538,,
E05000708,Longsight,3108,2668,2453,1654,21.33333333,,
E05002809,Longstanton,208,328,75,279,18.22625922,,
E05000464,Longthornton,1014,1504,1043,1311,10.10765607,,
E05005346,Longton and Hutton West,86,881,224,786,15.25565044,,
E05003171,Longtown & Rockcliffe,410,1074,317,673,22.4537037,,
E05000870,Longview,3397,2668,1660,996,21.51534733,,
E05002061,Longwell Green,127,1082,287,921,25.07500735,,
E05006617,Longworth,160,267,48,263,14.28571429,,
E05008244,Looe East,389,825,396,568,21.79487179,,
E05008245,Looe West and Lansallos,452,773,334,654,22.62374333,,
E05008554,Loose,143,345,89,284,16.00593278,,
E05000243,Lordship,4022,2156,2749,1552,13.35957323,,
E05002254,Lordswood and Capstone,867,1706,504,1219,13.44279878,,
E05005182,Lostock,229,1211,183,480,14.73276817,,
E05005347,Lostock Hall,207,692,271,515,20.64516129,,
E05008246,Lostwithiel,576,888,344,739,20.64516129,,
E05005793,Lothingland,273,1280,208,800,18.06722689,,
E05007239,Lothingland,106,473,68,264,18.06722689,,
E05008165,Loton,393,646,91,501,25.84358662,,
E05005432,Loughborough Ashby,1126,736,459,454,13.55932203,,
E05005433,Loughborough Dishley and Hathern,565,1032,387,818,10.54852321,,
E05005434,Loughborough Garendon,516,1091,464,847,20.49434683,,
E05005435,Loughborough Hastings,1669,1263,1121,825,18.18181818,,
E05005436,Loughborough Lemyngton,1035,1154,920,910,20,,
E05005437,Loughborough Nanpantan,116,373,192,501,28.27369123,,
E05005438,Loughborough Outwoods,35,786,267,692,18.30985915,,
E05005439,Loughborough Shelthorpe,1819,1174,527,801,17.3339539,,
E05005440,Loughborough Southfields,898,708,868,787,17.43119266,,
E05005441,Loughborough Storer,1054,986,745,660,27.94257008,,
E05004159,Loughton Alderton,1216,937,472,670,19.75993271,,
E05004160,Loughton Broadway,1459,1021,638,658,18.05555556,,
E05004161,Loughton Fairmead,1103,972,486,611,16.52646315,,
E05004162,Loughton Forest,67,543,239,528,20.6847613,,
E05002408,Loughton Park,1592,1749,766,1902,23.07328672,,
E05004163,Loughton Roding,613,838,328,646,20.55555556,,
E05004164,Loughton St John's,91,597,193,563,15.67567568,,
E05004165,Loughton St Mary's,432,623,280,548,17.74342486,,
E05003332,Loundsley Green,1548,1082,766,617,14.28571429,,
E05005681,Loveden,148,350,67,317,9.20118174,,
E05007295,Lovelace,264,383,103,324,19.87124215,,
E05007919,Lovett and North Claines,378,920,180,679,28.24301212,,
E05001080,Low Fell,400,1320,881,1110,28.69095054,,
E05003262,Low Furness,16,255,37,231,28.01401929,,
E05006251,Low Harrogate,306,701,1003,1028,18.92597049,,
E05006478,Lowdham,250,929,180,590,15.62248609,,
E05007093,Lower Brett,164,319,63,281,26.93614375,,
E05003521,Lower Culm,817,1118,304,841,6.944444444,,
E05000204,Lower Edmonton,4377,3419,2775,2136,21.84467121,,
E05005236,Lower Lune Valley,243,717,200,615,9.803921569,,
E05000465,Lower Morden,365,1535,613,1223,16.12135665,,
E05004166,Lower Nazeing,240,907,118,568,22.84263959,,
E05005972,Lower Nene,172,266,63,259,13.51351351,,
E05006252,Lower Nidderdale,181,429,71,438,20,,
E05004167,Lower Sheering,53,219,63,323,13.99317406,,
E05001226,Lower Stoke,2785,3383,2167,2372,15.77060932,,
E05006285,Lower Wensleydale,53,227,33,189,17.00983332,,
E05005348,Lowerhouse,1631,947,520,588,18.71260595,,
E05003333,Lowgates and Woodthorpe,1526,1294,508,619,26.01178907,,
E05003522,Lowman,1280,1145,461,831,22.78847996,,
E05000855,Lowton East,862,1991,625,1579,14.74103586,,
E05000507,Loxford,3380,2361,2379,1961,10.64814815,,
E05001195,Lozells and East Handsworth,8983,7613,4776,3310,25.12562814,,
E05005464,Lubenham,160,511,71,296,18.55670103,,
E05001377,Luddendenfoot,949,1644,941,1408,9.448818898,,
E05005573,Ludford,118,420,39,328,20.85106383,,
E05008368,Ludgershall and Perham Down,1294,875,313,713,18.95734597,,
E05008247,Ludgvan,134,767,185,628,18.2621496,,
E05008166,Ludlow East,1085,1016,478,634,18.05157593,,
E05008167,Ludlow North,384,775,581,756,13.79127955,,
E05008168,Ludlow South,584,739,243,607,14.10658307,,
E05002611,Luffield Abbey,222,306,64,302,11.74230642,,
E05007992,Lumley,1084,1429,668,1029,13.67791369,,
E05002255,Luton and Wayfield,2699,3222,1941,2111,18.14814815,,
E05006502,Lutterell,346,633,391,540,19.31818182,,
E05005465,Lutterworth Brookfield,27,257,88,261,14.7601476,,
E05005466,Lutterworth Orchard,236,528,121,316,23.44712502,,
E05005467,Lutterworth Springs,332,435,279,380,13.19677241,,
E05005468,Lutterworth Swift,440,402,127,327,23.60913846,,
E05004351,Lydbrook and Ruardean,513,1021,237,701,9.644670051,,
E05005048,Lydd,651,1694,413,1033,9.644670051,,
E05004950,Lydden and Temple Ewell,104,435,122,306,11.51832461,,
E05003708,Lydden Vale,299,322,32,262,9.756097561,,
E05001812,Lyddington,58,135,29,175,12.21864952,,
E05003647,Lydford,243,382,55,237,9.139784946,,
E05004352,Lydney East,1052,1238,483,702,10.574014,,
E05004353,Lydney North,27,358,62,272,16.86885167,,
E05001249,Lye and Stourbridge North,2130,2970,1303,1632,22.77522894,,
E05006558,Lye Valley,1179,1049,662,905,19.16167665,,
E05003758,Lyme Regis,612,683,363,627,15.73294264,,
E05004600,Lymington Town,369,862,569,983,10.11235955,,
E05001610,Lymm,753,1242,476,1408,16.84182172,,
E05005049,Lympne and Stanford,61,316,41,240,7.788161994,,
E05001952,Lyncombe,309,483,364,658,10.22721091,,
E05004601,Lyndhurst,295,448,206,449,16.58767773,,
E05001292,Lyndon,1455,2801,1189,1715,19.86941697,,
E05003172,Lyne,66,412,47,295,15.58441558,,
E05008369,Lyneham,426,569,153,551,15.625,,
E05008058,Lynemouth,681,1023,381,715,16.35514019,,
E05003552,Lynton and Lynmouth,124,345,111,265,18.22660099,,
E05003727,Lytchett Matravers,385,585,130,513,12.92134831,,
E05003728,Lytchett Minster and Upton East,490,819,257,590,11.01321586,,
E05003729,Lytchett Minster and Upton West,189,765,175,560,10.3286385,,
E05003263,Lyth Valley,113,278,42,321,18.24817518,,
E05005973,Lyveden,204,335,71,282,15.43773675,,
E05008248,Mabe,340,692,211,713,14.97175141,,
E05005574,Mablethorpe Central,241,871,275,294,16.23376623,,
E05005575,Mablethorpe East,425,795,348,270,9.625668449,,
E05005576,Mablethorpe North,307,880,236,319,15.625,,
E05008634,Macclesfield Central,489,1409,1297,1328,21.875,,
E05008635,Macclesfield East,442,653,383,556,18.317488,,
E05008636,Macclesfield Hurdsfield,1220,1043,708,677,11.11111111,,
E05008637,Macclesfield South,1874,1701,864,1173,18.48739496,,
E05008638,Macclesfield Tytherington,345,1047,424,1111,23.40947514,,
E05008639,Macclesfield West and Ivy,1731,1749,806,1103,13.20580832,,
E05001778,Mackworth,3739,2863,2101,1963,15.52731584,,
E05001900,Madeley,1211,1342,686,781,29.47043301,,
E05006976,Madeley,453,773,248,596,17.58241758,,
E05005794,Magdalen,2823,2205,1004,1000,16.44775428,,
E05006479,Magnus,1042,1214,737,809,23.44699978,,
E05000640,Maida Vale,2536,1109,2515,1356,24.11433832,,
E05002385,Maiden Erlegh,150,802,323,1000,20.87325749,,
E05003759,Maiden Newton,268,271,78,314,26.21524787,,
E05007638,Maidenbower,579,645,289,1013,9.550561798,,
E05002365,Maidenhead Riverside,415,898,347,962,12.53874639,,
E05004196,Maldon East,693,518,234,307,31.42857143,,
E05004197,Maldon North,580,938,616,732,21.00625793,,
E05004198,Maldon South,384,704,193,505,20.27027027,,
E05004199,Maldon West,298,673,226,518,12.38221648,,
E05001901,Malinslee,2369,1576,837,784,8.598453997,,
E05008370,Malmesbury,874,802,303,646,14.58333333,,
E05008684,Malpas,364,799,151,543,17.67241379,,
E05001026,Maltby,2494,3481,1731,1735,17.67241379,,
E05006305,Malton,823,1178,555,763,18.24394397,,
E05005882,Mancroft,4000,2071,2947,1718,20.42253521,,
E05001540,Mandale and Victoria,3048,2651,2022,1484,24.06283794,,
E05002612,Mandeville and Elm Farm,915,1027,567,1243,13.81808637,,
E05002746,Manea,105,460,73,293,22.01834862,,
E05007064,Manifold,161,454,94,259,18.63661512,,
E05001359,Manningham,3548,5657,2745,1817,21.59478011,,
E05004248,"Manningtree, Mistley, Little Bentley and Tendring",523,897,374,658,20.12987013,,
E05000334,Manor,432,1554,786,1464,27.57142803,,
E05000793,Manor,1306,2409,1467,1845,9.784159511,,
E05000944,Manor,1984,2685,1232,1698,11.90846256,,
E05004809,Manor,485,868,294,835,16.96969697,,
E05007027,Manor,1711,1389,816,992,23.6576782,,
E05007111,Manor,202,354,55,293,24.14095134,,
E05007551,Manor,682,1057,577,958,22.44897959,,
E05007567,Manor,204,730,220,599,11.5755627,,
E05008872,Manor,58,678,141,385,11.5755627,,
E05001056,Manor Castle,9909,6130,4699,2942,12.54480287,,
E05000488,Manor Park,2667,2431,2240,1685,10.75268817,,
E05004620,Manor Park,320,852,278,798,14.38212705,,
E05006503,Manvers,152,516,243,540,18.41004184,,
E05000095,Mapesbury,2607,1887,3349,2380,18.36551683,,
E05004830,Maple Cross & Mill End,1392,1021,388,756,18.34862385,,
E05002325,Mapledurham,24,243,88,374,14.04109589,,
E05001836,Mapperley,3135,2662,2701,2369,15.33332877,,
E05006434,Mapperley Plains,288,1303,441,1069,18.41004184,,
E05008249,Marazion,542,906,326,746,12.70394483,,
E05008685,Marbury,954,1945,554,1575,17.96407186,,
E05002747,March East,1056,2046,843,1179,17.54846687,,
E05002748,March North,669,1848,541,1042,15.35714286,,
E05002749,March West,561,1866,583,1071,15.58196887,,
E05006618,Marcham and Shippon,350,366,108,359,17.61904762,,
E05004602,Marchwood,589,645,165,767,10.98265896,,
E05004106,Marconi,1869,1012,894,940,19.25948111,,
E05004999,Marden and Yalding,848,1476,369,1054,17.73049645,,
E05005577,Mareham le Fen,197,502,72,347,12.70299121,,
E05001676,Marfleet,6802,4642,2849,1898,23.28767123,,
E05005093,Margate Central,814,1346,1330,834,14.23810123,,
E05007568,Marine,146,566,254,680,8.584158608,,
E05007591,Marine,238,1263,1088,983,22.33267737,,
E05007701,Marine,184,1128,801,1300,16.39729482,,
E05004184,Mark Hall,2805,1674,949,1081,25.25951557,,
E05002709,Market,367,191,796,581,21.00456621,,
E05007112,Market,699,1018,371,816,18.99383984,,
E05005682,Market and West Deeping,752,1151,409,842,12.91071866,,
E05008169,Market Drayton East,797,1042,451,689,17.23025846,,
E05008170,Market Drayton West,1106,1845,673,1186,20,,
E05005469,Market Harborough-Great Bowden and Arden,769,1131,601,962,23.23882079,,
E05005470,Market Harborough-Little Bowden,120,518,262,597,22.42990654,,
E05005471,Market Harborough-Logan,189,623,332,536,13.74476948,,
E05005472,Market Harborough-Welland,851,1381,632,951,11.18012422,,
E05005707,Market Rasen,640,1145,498,843,17.90356728,,
E05008873,Market Warsop,592,964,391,407,16.17823195,,
