GEO_CODE,GEO_LABEL,socialrented,Noqualifications ,Car_or_van,Deprivation_classification_of_household,%obese,,
E05002655,Beaconsfield North,468,473,226,590,19.71093727,,
E05002656,Beaconsfield South,483,362,168,386,10.49562682,,
E05002657,Beaconsfield West,501,364,127,382,10.49562682,,
E05003737,Beaminster,704,784,246,706,10.49562682,,
E05004926,Bean and Darenth,1034,1073,236,747,14.54545455,,
E05005926,Beanfield,582,997,504,521,21.88698397,,
E05001622,Beardwood with Lammack,64,782,192,736,25.38224131,,
E05007311,Beare Green,242,380,102,252,18.75,,
E05004984,Bearsted,169,1146,338,1049,11.53411549,,
E05001040,Beauchief and Greenhill,6075,4298,3346,2894,19.29498424,,
E05004229,Beaumont and Thorpe,127,470,104,321,19.58762887,,
E05001786,Beaumont Leys,6205,3343,2082,2185,22.57070302,,
E05004868,Beaver,1676,1523,699,827,21.26566628,,
E05000954,Bebington,1703,2632,1439,2062,17.69130344,,
E05007228,Beccles North,643,1164,635,866,17.39130435,,
E05007229,Beccles South,1111,1336,419,769,17.85706461,,
E05005913,Beck Vale,299,450,98,315,18.04123711,,
E05003181,Beckermet,270,534,152,440,19.04761905,,
E05001484,Beckfield,1496,1715,1093,729,16.66666667,,
E05006377,Beckingham,179,463,80,350,14.28571429,,
E05006762,Beckington and Selwood,143,344,55,283,25.72599902,,
E05000475,Beckton,5326,2263,2210,1977,27.48131006,,
E05000028,Becontree,3208,2408,1538,1450,20.76061398,,
E05004583,Becton,426,1161,318,807,16.88177543,,
E05006208,Bedale,579,855,318,672,17.67810026,,
E05000555,Beddington North,828,1616,700,1339,21.81279148,,
E05000556,Beddington South,3608,1746,969,1452,27.82158855,,
E05001136,Bede,3287,2075,1457,1095,25.11627907,,
E05007478,Bede,1697,2045,1023,1001,28.34153121,,
E05000346,Bedfont,3503,2371,1238,1774,20.06617164,,
E05000611,Bedford,2075,1137,3015,1930,14.28571429,,
E05002596,Bedgrove,156,1144,384,1154,16.83682591,,
E05004568,Bedhampton,1043,1870,652,1283,12.29050279,,
E05008023,Bedlington Central,637,967,472,582,21.967136,,
E05008024,Bedlington East,1406,1161,705,703,29.04191617,,
E05008025,Bedlington West,695,968,449,743,18.91891892,,
E05001974,Bedminster,1262,2431,1577,1718,20.93390711,,
E05004820,Bedmond & Primrose Hill,558,594,153,571,19.29133858,,
E05007882,Bedwardine,402,1295,439,1049,20.62256809,,
E05004806,Bedwell,2943,1487,1190,1119,11.89189189,,
E05001485,Beechwood,2569,1809,1197,821,13.91304348,,
E05001578,Beechwood,27,607,111,526,25.55956788,,
E05003461,Beer and Branscombe,237,359,99,262,17.42337345,,
E05001415,Beeston and Holbeck,5748,5563,4658,3319,13.12217195,,
E05006404,Beeston Central,671,992,1028,690,19.04761905,,
E05006405,Beeston North,1052,960,720,736,14.50151112,,
E05006406,Beeston Rylands,520,1116,673,723,19.89987486,,
E05006407,Beeston West,212,729,635,697,21.59624413,,
E05001041,Beighton,2447,3642,1438,2370,9.047619048,,
E05003158,Belah,446,1075,487,875,16.12903226,,
E05002212,Belfairs,825,2315,872,1380,22.04155642,,
E05001787,Belgrave,2811,3060,1547,1301,23.36026237,,
E05007067,Belgrave,1586,1751,567,978,29.10001256,,
E05002230,Belhus,2900,2427,997,1295,22.38234492,,
E05000888,Belle Vale,5936,4934,3087,1950,23.36306529,,
E05001237,Belle Vale,2916,3195,1482,1861,23.5053657,,
E05003159,Belle Vue,1333,1414,661,875,12.18341801,,
E05008142,Belle Vue,396,591,532,631,25.75757576,,
E05000437,Bellingham,6083,2805,2815,2095,24.44444444,,
E05008026,Bellingham,556,741,211,642,18.17047257,,
E05000285,Belmont,388,1347,414,1133,14.55164631,,
E05000557,Belmont,838,1130,885,1414,14.7068017,,
E05001844,Belmont,3249,2220,1129,1387,21.88917638,,
E05002350,Belmont,866,888,473,900,16.12903226,,
E05005665,Belmont,90,662,156,647,18.05583338,,
E05007961,Belmont,262,1037,479,911,12.69299854,,
E05003282,Belper Central,342,1060,500,779,13.57627496,,
E05003283,Belper East,246,788,268,685,14.39851776,,
E05003284,Belper North,234,940,332,678,15.28913678,,
E05008520,Belper South,732,1102,467,752,16.78321678,,
E05000128,Belsize,2653,876,3254,2007,17.47198991,,
E05000065,Belvedere,1949,2192,1372,1764,26.42040064,,
E05005130,Benenden and Cranbrook,1302,1159,411,935,16.4875646,,
E05007962,Benfieldside,890,1004,582,922,17.25686908,,
E05007896,Bengeworth,740,974,449,774,17.92710303,,
E05004290,Benhall and The Reddings,179,634,226,657,23.7221014,,
E05007493,Benn,692,1071,897,1025,17.04545455,,
E05004696,Bennetts End,1539,1020,410,738,23.97369289,,
E05000148,Bensham Manor,1782,2232,2296,2226,19.88405159,,
E05006570,Benson,344,530,166,583,27.83795882,,
E05006191,Bentham,200,582,226,543,13.69675166,,
E05008716,Bentilee and Ubberley,5967,3860,2097,1451,13.88888889,,
E05001001,Bentley,2928,3979,2254,2047,25.0353727,,
E05001303,Bentley and Darlaston North,4198,3972,1796,1769,21.25442705,,
E05001116,Benton,1779,2003,1328,1431,24.48041861,,
E05001089,Benwell and Scotswood,4849,3741,2707,1738,17.42060035,,
E05002736,"Benwick, Coates and Eastrea",302,889,128,610,26.24730625,,
E05003638,Bere Ferrers,340,560,182,455,20.23121387,,
E05003723,Bere Regis,302,330,96,304,15.62092722,,
E05004120,Berechurch,1936,1823,768,1271,7.317073171,,
E05006571,Berinsfield,1210,1067,325,758,17.21163729,,
E05004379,Berkeley,542,855,245,562,19.07962306,,
E05004697,Berkhamsted Castle,171,451,332,723,22.88022985,,
E05004698,Berkhamsted East,851,610,342,657,5.882352941,,
E05004699,Berkhamsted West,1109,661,315,655,12.33031674,,
E05007077,Berners,320,647,199,587,11.55778894,,
E05001825,Berridge,2685,3178,3246,2490,17.08542714,,
E05008894,Berrow,66,555,103,344,28.06048707,,
E05002098,Berry Head-with-Furzeham,472,2199,1124,1618,16.84981685,,
E05004338,Berry Hill,280,414,117,220,15.33333333,,
E05008858,Berry Hill,21,421,100,364,17.77108434,,
E05000401,Berrylands,1199,935,1362,1343,13.5359116,,
E05007582,Bersted,957,1944,688,1260,13.02866451,,
E05008027,Berwick East,1316,1266,719,829,22.49575568,,
E05008028,Berwick North,847,979,676,761,26.07003891,,
E05008029,Berwick West with Ord,830,1002,369,583,25.29574288,,
E05001002,Bessacarr and Cantley,1688,2771,1439,2052,23.35955465,,
E05000670,Besses,2712,2080,1331,1479,20.98925015,,
E05001826,Bestwood,6131,4683,3406,2536,19.92533356,,
E05006423,Bestwood Village,125,548,118,266,22.255231,,
E05000573,Bethnal Green North,6735,2461,3661,1809,27.12842713,,
E05000574,Bethnal Green South,6566,2434,3689,1872,21.80851064,,
E05000402,Beverley,1068,1222,1073,1270,28.20833378,,
E05001665,Beverley,169,1697,784,1294,14.7466547,,
E05001687,Beverley Rural,466,1821,398,1693,20.49153424,,
E05002457,Bevois,3057,2302,2760,2092,12.58200422,,
E05007631,Bewbush,2809,1286,784,1179,26.51821862,,
E05007929,Bewdley and Arley,414,1332,390,984,22.35189452,,
E05001599,Bewsey and Whitecross,3205,2556,2103,1783,16.20054098,,
E05006525,Bicester East,786,942,309,701,28.42327101,,
E05006526,Bicester North,582,534,226,737,19.63778294,,
E05006527,Bicester South,362,352,172,590,15.19846447,,
E05006528,Bicester Town,1061,1121,763,876,16.69643556,,
E05006529,Bicester West,827,1279,392,935,17.31494425,,
E05001284,Bickenhill,1644,2564,994,1595,17.74744027,,
E05005380,Bickerstaffe,90,387,70,271,18.87885165,,
E05003533,Bickington and Roundswell,372,827,237,635,12.72727273,,
E05003562,Bickleigh and Shaugh,137,556,117,599,12.15686275,,
E05000106,Bickley,824,1764,886,1756,20.13372442,,
E05004096,Bicknacre and East and West Hanningfield,329,865,185,702,10.0476948,,
E05004869,Biddenden,296,459,83,346,11.58482652,,
E05001137,Biddick and All Saints,3841,2416,2033,1301,18.46153846,,
E05007041,Biddulph East,1667,1639,636,729,27.90713313,,
E05007042,Biddulph Moor,24,340,54,218,19.66666667,,
E05007043,Biddulph North,84,995,192,743,16.35220126,,
E05007044,Biddulph South,22,466,88,284,14.84828132,,
E05007045,Biddulph West,315,1285,348,763,12.33766234,,
E05003616,Bideford East,1265,1254,506,863,15.74409959,,
E05003617,Bideford North,476,1130,893,865,21.31147541,,
E05003618,Bideford South,941,1201,526,810,22,,
E05008586,Bidford and Salford,813,1230,264,922,21.31147541,,
E05000955,Bidston and St James,6667,4457,3488,2023,16.84981685,,
E05002597,Bierton,89,273,81,218,16.84981685,,
E05000107,Biggin Hill,404,1479,361,1358,26.04393155,,
E05008782,Biggleswade North,1453,1360,633,997,16.73394011,,
E05008783,Biggleswade South,1081,1414,563,1268,18.8286943,,
E05001827,Bilborough,6885,5462,3249,2229,18.05576238,,
E05006988,Bilbrook,1055,997,390,617,24.48960712,,
E05004021,Billericay East,707,1513,540,1448,29.10447761,,
E05004022,Billericay West,763,1603,672,1475,13.06609744,,
E05005454,Billesdon,103,217,66,221,12.54086351,,
E05001181,Billesley,6143,6588,3416,3442,12.26993865,,
E05008825,Billing,1812,1634,659,1135,22.44422423,,
E05000916,Billinge and Seneley Green,880,2107,690,1430,24.50265168,,
E05001527,Billingham Central,1416,1722,1195,1028,20.87938156,,
E05001528,Billingham East,1916,1857,1152,1033,20.38855617,,
E05001529,Billingham North,253,1286,440,1099,24.15942906,,
E05001530,Billingham South,1420,1486,840,928,23.33829503,,
E05001531,Billingham West,118,1000,370,869,16.22654434,,
E05005620,"Billinghay, Martin and North Kyme",923,1289,226,741,23.19673544,,
E05007646,Billingshurst and Shipley,1199,1253,443,1297,20.44739307,,
E05005294,Billington and Old Langho,110,359,89,343,19.96083496,,
E05001321,Bilston East,5542,4457,2402,1812,10.28368794,,
E05001322,Bilston North,3102,3661,1531,1565,9.302325581,,
E05006238,Bilton,121,805,286,725,13.86554622,,
E05007494,Bilton,226,881,330,759,30.39587274,,
E05005560,Binbrook,154,481,111,268,30.68894654,,
E05002272,Binfield with Warfield,574,753,250,902,16.98908791,,
E05006490,Bingham East,248,612,288,558,19.30634322,,
E05006491,Bingham West,749,648,348,586,12.6984127,,
E05001342,Bingley,1456,2459,1792,2545,9.770114943,,
E05001343,Bingley Rural,1351,2853,1239,2482,9.770114943,,
E05001219,Binley and Willenhall,5514,4199,2909,2541,14.90181659,,
E05008480,Binstead and Fishbourne,58,556,204,508,17.81634374,,
E05004465,Binsted and Bentley,146,305,55,304,25.12531892,,
E05002737,Birch,292,637,141,357,16.04938272,,
E05004121,Birch and Winstree,278,824,129,664,12.63736264,,
E05002291,Birch Copse,117,1108,267,973,20.86092715,,
E05005360,Birch Green,1675,1096,745,621,22.15384615,,
E05008708,Birchanger,212,221,36,184,14.04443452,,
E05001845,Bircher,162,456,95,431,21.00840336,,
E05008717,Birches Head and Central Forest Park,1312,2822,1642,1587,19.16995472,,
E05001579,Birchfield,60,524,96,672,24.45615382,,
E05001304,Birchills Leamore,5600,4655,2576,1968,18.07580175,,
E05005082,Birchington North,17,930,356,704,29.66358877,,
E05005083,Birchington South,626,1825,887,1100,28.44025331,,
E05001600,Birchwood,2665,1718,985,1490,17.0212766,,
E05005608,Birchwood,2701,1727,958,1208,17.99236391,,
E05000933,Birkdale,514,1948,991,1736,25.94246834,,
E05000956,Birkenhead and Tranmere,4664,3816,4309,2437,21.16564417,,
E05001042,Birley,3713,4568,2256,2509,22.526221,,
E05001392,Birstall and Birkenshaw,2253,3368,1569,2217,26.27764033,,
E05005428,Birstall Wanlip,308,877,286,720,23.28691385,,
E05005429,Birstall Watermead,314,1338,472,913,17.08985202,,
E05001067,Birtley,1712,2064,1142,1153,17.18108923,,
E05002194,Biscot,1487,3105,1679,1718,15.75244667,,
E05002351,Bisham and Cookham,516,764,244,796,27.83505155,,
E05007963,Bishop Auckland Town,303,1680,986,1178,25.9821674,,
E05006239,Bishop Monkton,159,394,81,389,16.55172414,,
E05000416,Bishop's,4050,1238,3106,1620,22.83320477,,
E05008143,Bishop's Castle,470,695,173,559,19.36316014,,
E05006858,Bishop's Hull,711,831,305,566,12.54496714,,
E05006859,Bishop's Lydeard,588,708,206,758,21.0326227,,
E05003534,Bishop's Nympton,148,431,82,328,14.03028851,,
E05004716,Bishop's Stortford All Saints,748,919,433,960,14.22707876,,
E05004717,Bishop's Stortford Central,1979,1451,864,1291,14.34941192,,
E05004718,Bishop's Stortford Meads,327,609,491,779,12.86307054,,
E05004719,Bishop's Stortford Silverleys,163,490,140,530,17.36526946,,
E05004720,Bishop's Stortford South,146,838,232,939,12.32394366,,
E05007543,Bishop's Tachbrook,246,378,80,278,17.71771772,,
E05004652,Bishops Waltham,931,934,349,879,10.65088757,,
E05001532,Bishopsgarth and Elm Tree,537,1243,537,924,11.25,,
E05003592,Bishopsteignton,98,403,115,433,13.88888889,,
E05004497,Bishopstoke East,338,790,238,745,12.02749141,,
E05004498,Bishopstoke West,1200,1006,468,736,13.37922302,,
E05001975,Bishopston,419,895,959,1302,16.942273,,
E05001976,Bishopsworth,3190,3077,1375,1694,20.43091458,,
E05001746,Bishopthorpe,133,587,224,568,14.28571429,,
E05004380,Bisley,113,277,64,303,12.19512195,,
E05007376,Bisley,78,480,66,388,14.51810406,,
E05001644,Bispham,65,1491,806,1031,7.668759075,,
E05002458,Bitterne,6403,3507,2022,2114,21.57422316,,
E05002459,Bitterne Park,1384,2146,1193,2074,8.391608392,,
E05002044,Bitton,483,558,126,469,14.58780917,,
E05007118,Bixley,181,1316,473,1015,12.5,,
E05005408,Blaby South,581,993,320,677,9.352517986,,
E05004037,Black Notley and Terling,356,650,132,495,21.27659574,,
E05006546,Blackbird Leys,3065,1626,980,848,22.70992366,,
E05000917,Blackbrook,1804,2539,1048,1412,16.95652174,,
E05003390,Blackbrook,238,569,153,505,12.08089622,,
E05006819,Blackdown,123,406,82,372,14.7826087,,
E05006860,Blackdown,111,266,30,286,18.21862348,,
E05000066,Blackfen and Lamorbey,374,1912,649,1420,10.26218993,,
E05007964,Blackhalls,1190,2183,967,1090,27.23911086,,
E05000438,Blackheath,4190,1510,2868,1911,20.84859888,,
E05001261,Blackheath,2957,3505,1515,1698,14.26161515,,
E05007412,Blackheath and Wonersh,56,175,63,220,21.9713603,,
E05000215,Blackheath Westcombe,2445,1305,2194,1803,18.7555946,,
E05006820,Blackmoor Vale,765,912,182,777,23.32839178,,
E05003696,Blackmore,500,742,165,548,9.090909091,,
E05005251,Blacko and Higherford,17,254,64,250,8,,
E05000575,Blackwall and Cubitt Town,6684,2329,5030,3162,19.94913871,,
E05004633,Blackwater,316,769,132,647,19.54887218,,
E05004548,Blackwater and Hawley,117,610,171,605,24.66606281,,
E05003304,Blackwell,666,1201,372,597,21.40672783,,
E05008662,Blacon,4981,3498,2088,1875,24.15574012,,
E05002009,Blagdon and Churchill,164,445,108,459,10.25641026,,
E05001771,Blagreaves,1489,2404,958,1782,17.00404858,,
E05004339,Blaisdon and Longhope,62,266,53,224,16.50283004,,
E05007930,Blakedown and Chaddesley,388,736,156,548,12.5,,
E05001090,Blakelaw,3682,2941,2094,1556,15.90106007,,
E05001305,Blakenall,5578,4611,2024,1722,27.31063044,,
E05001323,Blakenhall,1301,3038,1413,1398,15.78947368,,
E05006028,Blakesley and Cote,220,385,64,419,13.37579618,,
E05003697,Blandford Damory Down,132,290,87,284,22.16238573,,
E05003698,Blandford Hilltop,296,245,65,250,22.12915107,,
E05003699,Blandford Langton St Leonards,380,378,111,296,12.34042553,,
E05003700,Blandford Old Town,396,455,372,381,24.16267943,,
E05003701,Blandford Station,501,426,198,296,14.36781609,,
E05002099,Blatchcombe,2055,2382,916,1439,21.4756661,,
E05001068,Blaydon,3231,2233,1494,1374,26.3821402,,
E05004904,Blean Forest,95,356,169,304,26.79195624,,
E05002675,Bledlow and Bradenham,139,302,41,307,29.55323761,,
E05000067,Blendon and Penhill,251,1888,580,1394,15.78947368,,
E05002213,Blenheim Park,1843,2267,995,1442,17.66784452,,
E05007409,Bletchingley and Nutfield,848,787,215,731,17.66784452,,
E05002397,Bletchley and Fenny Stratford,2103,2852,1470,2020,16.86431679,,
E05006606,Blewbury and Upton,199,245,65,266,17.66784452,,
E05006467,Blidworth,816,1115,364,565,17.56373938,,
E05006029,Blisworth and Roade,554,889,228,624,23.08777509,,
E05004311,Blockley,341,277,67,264,9.421344948,,
E05005759,Blofield with South Walsham,501,940,203,763,10.63829787,,
E05001645,Bloomfield,679,2236,1986,928,16.87358322,,
E05000129,Bloomsbury,2630,791,3843,2242,15.69148936,,
E05006530,Bloxham and Bodicote,423,757,190,738,9.420289855,,
E05001306,Bloxwich East,4222,4438,1840,1661,21.78461194,,
E05001307,Bloxwich West,3879,4271,1921,1823,21.04766803,,
E05005105,Blue Bell Hill and Walderslade,96,541,113,503,23.41789721,,
E05000934,Blundellsands,282,1587,864,1593,12.42774566,,
E05002148,Blunsdon,367,592,108,425,13.56993737,,
E05008718,Blurton East,1150,1586,624,780,14.70588235,,
E05008719,Blurton West and Newstead,2785,1852,1156,860,13.54581673,,
E05006378,Blyth,116,451,96,311,24.84414499,,
E05001285,Blythe,193,1273,317,1566,24.588332,,
E05007230,Blything,368,507,107,363,25.25595246,,
E05004653,Boarhunt and Southwick,135,225,38,169,25.26096033,,
E05004870,Bockhanger,548,470,221,359,12.15465978,,
E05004038,Bocking Blackwater,387,1255,369,1005,17.02350782,,
E05004039,Bocking North,981,1104,359,649,21.60281867,,
E05004040,Bocking South,1965,1300,677,779,20.40133779,,
E05004230,Bockings Elm,309,1391,384,716,20.83333333,,
E05008200,Bodmin Central,1018,1057,583,802,11.31213338,,
E05008201,Bodmin East,549,799,279,608,17.48251748,,
E05008202,Bodmin West,1419,1212,480,801,17.99117018,,
E05000918,Bold,2507,2446,1092,1308,22.72727273,,
E05001138,Boldon Colliery,2129,1966,1308,1247,22.38193018,,
E05004584,Boldre and Sway,453,791,189,726,15.95108617,,
E05007068,Bolehall,1322,1788,752,1084,16.99099739,,
E05006941,Boley Park,110,594,214,629,23.49130437,,
E05000476,Boleyn,3548,2684,2558,1824,24.57912458,,
E05008613,Bollington,654,1205,502,1117,20.59957246,,
E05007670,Bolney,189,264,52,314,21.68141593,,
E05003305,Bolsover North West,703,1034,398,556,19.83471074,,
E05003306,Bolsover South,744,1133,494,539,25.49499887,,
E05003307,Bolsover West,645,892,387,514,18.81833624,,
E05001344,Bolton and Undercliffe,910,3543,1772,2244,13.79179695,,
E05006275,Bolton Castle,70,194,38,214,22.30612282,,
E05005223,Bolton-le-Sands,75,604,213,611,15.22491349,,
E05003116,Boltons,83,319,53,265,28.78370505,,
E05004569,Bondfields,2821,1876,1010,956,6.994762702,,
E05006942,Boney Hay,700,809,233,425,9.638291493,,
E05008546,Boniface,539,755,290,529,23.00469484,,
E05006424,Bonington,814,1348,768,974,23.32151698,,
E05002676,Booker and Cressex,886,1149,403,679,23.27983223,,
E05007312,Bookham North,695,688,285,740,13.40782123,,
E05007313,Bookham South,481,809,278,752,24.0025081,,
E05008720,Boothen and Oak Hill,789,1231,995,884,15.60693642,,
E05001666,Boothferry,1506,2678,1508,1751,19.16167665,,
E05000760,Boothstown and Ellenbrook,226,1228,351,1103,23.10756972,,
E05008826,Boothville,24,748,183,561,20.65682387,,
E05003182,Bootle,93,292,74,205,9.649122807,,
E05005057,Borden,181,430,81,321,21.17647059,,
E05001182,Bordesley Green,5440,8682,3578,3165,13.2183908,,
E05004097,Boreham and The Leighs,891,978,242,759,NA,,
E05004748,Borehamwood Brookmeadow,2008,1392,825,1066,23.65039762,,
E05004749,Borehamwood Cowley Hill,3474,1900,1072,1157,20.57845193,,
E05004750,Borehamwood Hillside,1617,1491,724,1277,12.82051282,,
E05004751,Borehamwood Kenilworth,1557,987,525,874,17.70814959,,
E05005106,Borough Green and Long Mill,609,1029,308,863,28.45849802,,
E05006240,Boroughbridge,229,574,177,423,19.20341029,,
E05002113,Boscombe East,632,1549,1379,1590,28.20980371,,
E05002114,Boscombe West,840,1837,2417,1802,27.49072868,,
E05007602,Bosham,262,596,180,552,16.46677646,,
E05001019,Boston Castle,2638,3339,1919,1779,19.43462898,,
E05005455,Bosworth,189,346,68,326,20.6405694,,
E05003160,Botcherby,1936,1634,997,954,17.10914454,,
E05008030,Bothal,560,952,493,605,24.42396313,,
E05004499,Botley,431,741,232,713,25.43407454,,
E05001733,Bottesford,206,1936,564,1629,17.5862069,,
E05005496,Bottesford,202,563,166,476,9.039548023,,
E05002716,Bottisham,540,622,146,497,13.99860615,,
E05000325,Botwell,3532,2709,1485,1816,23.95833333,,
E05006468,Boughton,1164,1427,457,731,11.64800499,,
E05008663,Boughton,816,838,904,906,25.08901592,,
E05004871,Boughton Aluph and Eastwell,450,361,137,365,14.74820144,,
E05005058,Boughton and Courtenay,708,867,229,741,18.38097917,,
E05005945,Boughton and Pitsford,106,253,52,192,21.9047619,,
E05004985,Boughton Monchelsea and Chart Sutton,135,376,88,325,13.33322216,,
E05005252,Boulsworth,171,833,269,639,15.3062102,,
E05005609,Boultham,984,1573,983,1081,21.10188121,,
E05001772,Boulton,3539,3394,1762,1975,13.46801347,,
E05000267,Bounds Green,3876,1934,3023,1969,12.06896552,,
E05002795,Bourn,1649,615,282,918,26.4370837,,
E05005382,Bourne,312,1314,555,948,12.74823672,,
E05008331,Bourne and Woodford Valley,293,562,129,549,19.08701614,,
E05005666,Bourne East,1129,1587,636,1111,14.18918919,,
E05002677,Bourne End-cum-Hedsor,466,841,288,738,14.79289941,,
E05006943,Bourne Vale,133,437,39,237,14.83053563,,
