Zone Code,Zone Name,people,households,rent,%rent
19UCFW,Town Centre,3622,36,1856,51.24240751
30UKGR,Town Centre,6671,57,3023,45.3155449
33UGGD,Town Close,9592,113,4726,49.27022519
00CMFX,Town End Farm,9381,10,3844,40.97644174
00CEFW,Town Field,10190,99,4412,43.29735034
00ASGY,Townfield,11626,77,4446,38.24187167
45UFHA,Trafalgar,5863,80,2480,42.29916425
00FBPD,Tranby,9921,88,4286,43.20129019
00CBFW,Tranmere,11668,25,5236,44.87487144
44UEHS,Tredington,2360,48,998,42.28813559
15UCGP,Tregolls,3530,56,1439,40.76487252
15UCGQ,Trehaverne and Gloweth,5771,83,2484,43.04280021
15UEHA,Tremaine,2232,34,892,39.96415771
29UPJG,Trench,4117,25,1642,39.88341025
37UGHJ,Trent,2324,58,886,38.12392427
37UJHH,Trent,4520,77,1946,43.05309735
37UJHJ,Trent Bridge,4513,30,2045,45.31353867
00GLNQ,Trentham and Hanford,12068,121,4918,40.75240305
15UHFE,Tresco,180,7,64,35.55555556
15UCGR,Trescobeas,3617,43,1577,43.59966823
34UEGT,Tresham,3615,34,1527,42.2406639
21UDGG,Tressell,4975,21,2064,41.48743719
15UGGP,Treverbyn,4526,28,1837,40.58771542
42UGJC,Trimleys with Kirton,6883,95,2890,41.98750545
26UCHD,Tring Central,5117,41,2050,40.06253664
26UCHE,Tring East,2738,77,1116,40.7596786
26UCHF,Tring West,5464,72,2199,40.24524158
00BAGP,Trinity,8835,68,4191,47.43633277
18UBHT,Trinity,2170,40,939,43.2718894
22UFHC,Trinity,5830,64,2364,40.54888508
22ULGS,Trinity,3580,48,1391,38.8547486
23UFHK,Trinity,2203,20,927,42.0789832
30UDHE,Trinity,5988,25,2643,44.13827655
32UCJW,Trinity,2178,15,900,41.32231405
34UEGU,Trinity,3493,40,1436,41.11079301
41UKFU,Trinity,7119,54,2788,39.16280376
46UFGY,Trowbridge Adcroft,5242,46,2284,43.57115605
46UFGZ,Trowbridge College,5406,40,2318,42.87828339
46UFHA,Trowbridge Drynham,6351,49,2599,40.92268934
46UFHB,Trowbridge John of Gaunt,5295,60,2020,38.14919736
46UFHC,Trowbridge Park,5946,86,2585,43.47460478
37UDGU,Trowell,2568,22,1021,39.75856698
32UGHX,Truesdale,4562,58,1781,39.03989478
40UEHF,Trull,2004,53,775,38.67265469
12UBGD,Trumpington,6554,109,2789,42.5541654
32UCJX,Trusthorpe and Mablethorpe South,1892,15,919,48.57293869
41UFJJ,Trysull and Seisdon,2075,36,827,39.85542169
20UGGR,Tudhoe,3482,34,1520,43.65307295
00AXGN,Tudor,8403,113,3482,41.43758182
26UKFY,Tudor,5591,75,2254,40.31479163
00BYGF,Tuebrook,14490,43,6304,43.50586611
23UEGF,Tuffley,5749,53,2398,41.71160202
30UKGS,Tulketh,6886,21,3055,44.36537903
00AYGU,Tulse Hill,13119,58,5765,43.94389816
00GLNR,Tunstall,12381,28,5315,42.92868104
00GAQM,Tupsley,9264,172,3867,41.74222798
17UJHC,Tupton,3794,15,1558,41.06483922
00AKHF,Turkey Street,12744,52,5046,39.59510358
40UDKX,Turn Hill,2497,67,1015,40.64877853
00ATGT,Turnham Green,10184,143,5076,49.84289081
09UDHE,Turvey,2767,58,1093,39.50126491
41UCGW,Tutbury and Outwoods,5260,67,2249,42.75665399
37UCGY,Tuxford and Trent,4041,50,1675,41.4501361
00HAPY,Twerton,5432,18,2334,42.96759941
00BDGM,Twickenham Riverside,9590,137,4674,48.73826903
18UKHA,Two Rivers,1608,29,645,40.1119403
33UBJA,Two Rivers,4000,38,1663,41.575
31UEGL,Twycross and Witherley with Sheepy,3062,63,1247,40.72501633
00LCPJ,Twydall,13282,64,5336,40.17467249
00MFNZ,Twyford,5421,88,2446,45.12082642
23UGHB,Twyning,1696,35,709,41.80424528
00EYNS,Tyldesley,7013,48,3032,43.23399401
00BWFX,Tyldesley East,15415,139,5985,38.82581901
11UFHP,Tylers Green and Loudwater,8581,150,3398,39.59911432
00CLFR,Tyne Dock and Simonside,5894,9,2718,46.11469291
00CKFR,Tynemouth,8667,99,4173,48.14814815
21UHHT,Uckfield Central,2792,61,1129,40.43696275
21UHHU,Uckfield New Town,2559,26,1134,44.31418523
21UHHW,Uckfield North,5372,58,2212,41.17647059
21UHHX,Uckfield Ridgewood,2974,38,1060,35.64223268
47UBGS,Uffdown,2275,28,958,42.10989011
35UEGT,Ulgham,2909,23,1220,41.93881059
31UDHE,Ullesthorpe,2049,37,785,38.3113714
16UFHL,Ullswater,1403,33,611,43.54953671
16UGJQ,Ulverston Central,2031,15,779,38.35548991
16UGJR,Ulverston East,2032,11,863,42.47047244
16UGJS,Ulverston North,1903,22,874,45.92748292
16UGJT,Ulverston South,1802,22,745,41.34295228
16UGJU,Ulverston Town,1865,17,923,49.49061662
16UGJW,Ulverston West,1891,41,835,44.15653094
00CXGC,Undercliffe,14732,75,5568,37.79527559
39UEGZ,Underdale,4905,53,2202,44.89296636
00ACGQ,Underhill,15721,178,6269,39.87659818
19UJFX,Underhill,4349,29,1568,36.05426535
37UBGF,Underwood,2955,30,1253,42.40270728
00CXGD,University,22640,168,5769,25.48144876
00DAGF,University,21364,74,10854,50.80509268
00ECPB,University,5656,20,1846,32.63790665
00FANW,University,9541,41,3654,38.29787234
30UKGT,University,3501,18,1419,40.53127678
33UGGE,University,9007,47,2697,29.94337737
17UJHD,Unstone,1804,10,778,43.12638581
00BMFR,Unsworth,10058,118,4099,40.75362895
23UBGK,Up Hatherley,5587,98,2363,42.29461249
30UPHD,Up Holland,5932,50,2458,41.43627782
46UBHM,Upavon,1982,89,799,40.31281534
23UFHL,Uplands,2163,24,926,42.81091077
00ARGW,Upminster,12674,208,4948,39.04055547
46UDHQ,"Upper Bourne, Idmiston and Winterbourne",4478,114,1835,40.97811523
22UCHM,Upper Colne,2121,43,878,41.39556813
39UFHC,Upper Corvedale,1329,29,542,40.78254327
18UDHB,Upper Culm,3564,44,1464,41.07744108
00AKHG,Upper Edmonton,14843,99,5639,37.99097218
30UHHJ,Upper Lune Valley,2272,57,952,41.90140845
24UPHJ,Upper Meon Valley,1814,71,763,42.06174201
35UFHM,Upper North Tyne,744,14,314,42.20430108
00AHHB,Upper Norwood,14190,123,6058,42.69203665
00CQFN,Upper Stoke,17069,98,7081,41.48456266
33UBJB,Upper Wensum,2284,28,980,42.90718039
36UBGU,Upper Wharfedale,1895,35,811,42.79683377
33UBJC,Upper Yare,2304,42,956,41.49305556
18UDHC,Upper Yeo,1561,29,630,40.35874439
16UDGW,Upperby,5487,20,2401,43.75797339
21UCFU,Upperton,9174,84,4850,52.86679747
00FPNH,Uppingham,3947,53,1482,37.54750443
00CBFX,Upton,15731,104,6741,42.85169411
00GAQN,Upton,2769,74,1196,43.19248826
00MDND,Upton,7423,127,3164,42.6242759
47UCJK,Upton and Hanley,4119,64,1870,45.39936878
13UBHJ,Upton Grange,6322,90,2629,41.58494147
24UBJT,Upton Grey and The Candovers,2733,111,1141,41.74899378
47UFHY,Upton Snodsbury,2575,45,1027,39.88349515
23UFHM,Upton St Leonards,2116,45,854,40.35916824
13UBHK,Upton Westlea,3857,66,1607,41.66450609
33UEJE,Upwell and Delph,4304,35,1785,41.47304833
19UJFY,Upwey and Broadwey,3665,46,1553,42.37380628
12UEHQ,Upwood and The Raveleys,2896,79,1052,36.32596685
46UBHN,Urchfont,1690,39,720,42.6035503
00BUFW,Urmston,9802,69,4286,43.72577025
20UBGK,Urpeth,3258,30,1295,39.74831185
00ASGZ,Uxbridge North,11671,140,4557,39.04549739
00ASHA,Uxbridge South,11438,73,4829,42.21891939
11UCHJ,Vale,2077,17,803,38.66153105
23UFHN,Vale,1764,18,673,38.15192744
40UBHT,Vale,2014,54,813,40.367428
44UEHT,Vale of the Red Horse,2237,61,923,41.2606169
00ABGM,Valence,8775,13,3706,42.23361823
15UEHB,Valency,2166,37,967,44.644506
00BCGT,Valentines,11643,108,4513,38.76148759
00GAQP,Valletts,3334,46,1261,37.82243551
00BHGQ,Valley,10680,60,4220,39.51310861
00BYGG,Valley,9751,34,4249,43.57501795
00CKFS,Valley,10129,36,4347,42.91637871
13UDGZ,Valley,3860,21,1651,42.77202073
23UFHP,Valley,2162,15,930,43.01572618
31UHGT,Valley,4013,50,1630,40.61799153
37UEGX,Valley,4001,13,1755,43.86403399
43UKGN,Valley,3735,32,1644,44.01606426
33UEJF,Valley Hill,2175,25,943,43.35632184
24UNGZ,Valley Park,7484,92,2728,36.45109567
22UBGD,Vange,9571,19,3811,39.81820081
00AYGW,Vassall,13172,89,5766,43.77467355
00BYGH,Vauxhall,6699,15,3254,48.57441409
29UPJH,Vauxhall,4785,55,1967,41.107628
00MWRA,Ventnor East,3120,31,1484,47.56410256
00MWRB,Ventnor West,3137,30,1377,43.8954415
26UGGR,Verulam,6186,172,2691,43.5014549
19UDGW,Verwood Dewlands,4433,58,1738,39.20595533
19UDGX,Verwood Newtown,2612,21,1125,43.0704441
19UDGY,Verwood Stephen's Castle,4065,19,1805,44.40344403
26UKFZ,Vicarage,7149,38,2643,36.97020562
13UBHL,Vicars Cross,5663,66,2449,43.24562952
00AMGT,Victoria,12066,47,5082,42.11834908
00CAGY,Victoria,12254,107,4774,38.95870736
00EFNC,Victoria,5544,21,2479,44.71500722
00EYNT,Victoria,6739,25,3053,45.30345749
00KFND,Victoria,9346,31,4511,48.26663813
00MBPP,Victoria,3958,20,2147,54.24456796
22UEGE,Victoria,5740,47,2435,42.42160279
29UBJE,Victoria,5240,25,2212,42.21374046
30UQHE,Victoria,5851,77,2578,44.0608443
29UNHB,Viking,7100,106,3094,43.57746479
00ABGN,Village,9720,30,4213,43.3436214
00BAGQ,Village,8914,331,3715,41.67601526
00BEGZ,Village,10484,214,4090,39.01182755
00BUFX,Village,11811,143,5022,42.51968504
00EFND,Village,5042,29,2162,42.8798096
00BKGS,Vincent Square,8630,113,4306,49.89571263
43UGGD,Virginia Water,5895,133,2355,39.94910941
30UJGN,Vivary Bridge,5965,46,2336,39.16177703
11UBHY,Waddesdon,2594,45,1026,39.55281419
32UHHB,Waddingham and Spital,2116,27,887,41.91871456
30ULGY,Waddington and West Bradford,2636,56,1154,43.7784522
32UEHP,Waddington West,2496,26,996,39.90384615
00AHHC,Waddon,13393,92,6137,45.82244456
15UEHC,Wadebridge,6351,65,2760,43.45772319
21UHHY,Wadhurst,5057,139,1992,39.39094325
00CQFP,Wainbody,16306,255,5132,31.47307739
32UCJY,Wainfleet and Friskney,4093,27,1659,40.53261666
42UHGT,Wainford,2241,48,868,38.73270861
00DBFS,Wakefield Central,14767,57,6206,42.02613936
00DBFT,Wakefield East,15572,68,7020,45.08091446
00DBFU,Wakefield North,15419,72,6281,40.73545626
00DBFW,Wakefield Rural,16028,167,6613,41.25904667
00DBFX,Wakefield South,15153,283,6323,41.72771068
42UGJD,Walberswick and Wenhaston,1995,18,918,46.01503759
45UCHE,Walberton,2636,49,1105,41.91957511
00AAGB,Walbrook,108,3,55,50.92592593
00HAPZ,Walcot,5641,67,2767,49.0515866
00HXNT,Walcot,6888,39,2879,41.79732869
00LCPK,Walderslade,9280,78,3655,39.38577586
42UBHL,Waldingfield,3980,66,1608,40.40201005
18UKHB,Waldon,1607,20,615,38.27006845
13UDHA,Waldron,5853,28,2428,41.48300017
34UCGY,Walgrave,1736,43,717,41.30184332
00BRFR,Walkden North,11219,36,5059,45.09314556
00BRFS,Walkden South,15701,107,6399,40.7553659
00CJFX,Walker,7725,4,3525,45.63106796
00CJFY,Walkergate,10209,34,4390,43.00127339
26UDHJ,Walkern,2669,44,1044,39.1157737
18ULGW,Walkham,3238,60,1292,39.90117356
00CGGF,Walkley,17043,67,7961,46.71125975
00BBGW,Wall End,12932,85,4294,33.20445407
00CBFY,Wallasey,15316,192,6294,41.09428049
38UDHM,Wallingford North,5330,51,2365,44.37148218
00BFGS,Wallington North,9974,85,4354,43.6534991
00BFGT,Wallington South,9602,133,4370,45.5113518
00HNNL,Wallisdown and Winton West,9318,74,3847,41.28568362
00CKFT,Wallsend,8821,35,4153,47.08082984
29UEHE,Walmer,6693,87,3067,45.82399522
16UCGB,Walney North,5604,36,2474,44.14703783
16UCGC,Walney South,5784,33,2425,41.92600277
00AJHB,Walpole,12688,144,5382,42.41803279
33UEJG,Walpole,2176,16,836,38.41911765
33UFHW,Walsingham,2232,26,996,44.62365591
00FCNC,Waltham,7036,115,2859,40.63388289
22UHHM,Waltham Abbey High Beach,2143,12,968,45.17032198
22UHHN,Waltham Abbey Honey Lane,6178,17,2567,41.55066365
22UHHP,Waltham Abbey North East,4193,18,1734,41.35463868
22UHHQ,Waltham Abbey Paternoster,4330,5,1838,42.44803695
22UHHR,Waltham Abbey South West,3546,8,1642,46.30569656
26UBGC,Waltham Cross,6492,22,2838,43.71534196
31UGGJ,Waltham-on-the-Wolds,1585,31,607,38.29652997
00JANY,Walton,5437,35,2330,42.85451536
17UDGQ,Walton,5971,101,2488,41.6680623
22UNHX,Walton,4376,23,2054,46.93784278
33UEJH,Walton,2544,27,1012,39.77987421
41UGHJ,Walton,5451,54,2376,43.58833242
43UBGQ,Walton Ambleside,4106,32,1554,37.84705309
43UBGR,Walton Central,5862,113,2557,43.61992494
11UBHZ,Walton Court and Hawkslade,5961,40,2442,40.96628083
43UBGS,Walton North,6650,42,2901,43.62406015
00MGNX,Walton Park,13154,106,5508,41.87319447
43UBGT,Walton South,6216,116,2609,41.97232947
30UNHB,Walton-le-Dale,3894,32,1601,41.11453518
30UJGP,Walverden,3532,45,1349,38.19365798
16UBHQ,Wampool,1665,34,654,39.27927928
00BFGU,Wandle Valley,10722,41,4599,42.89311696
00BJGS,Wandsworth Common,13555,292,5358,39.5278495
35UFHN,Wanney,974,26,414,42.50513347
00BCGU,Wanstead,11506,154,4584,39.84008343
38UEHN,Wantage Charlton,6139,88,2473,40.28343378
38UEHP,Wantage Segsbury,4356,85,1591,36.52433425
12UEHR,Warboys and Bury,6106,83,2385,39.05994104
00BYGJ,Warbreck,18020,47,7306,40.54384018
00EYNU,Warbreck,6704,51,2878,42.92959427
16UFHM,Warcop,1263,29,502,39.746635
35UFHP,Warden and Newbrough,1146,32,494,43.10645724
23UBGL,Warden Hill,5605,58,2520,44.95985727
00BQFW,Wardle,9160,105,3707,40.46943231
34UGHP,Wardoun,3666,94,1475,40.23458811
26UDHK,Ware Chadwell,2328,29,1052,45.18900344
26UDHL,Ware Christchurch,4701,37,2099,44.65007445
26UDHM,Ware St Mary's,5243,70,2141,40.83539958
26UDHN,Ware Trinity,4921,47,1893,38.4677911
19UGFZ,Wareham,5665,66,2545,44.92497793
00MANM,Warfield Harvest Ride,8121,45,3322,40.90629233
35UFHQ,Wark,1140,22,464,40.70175439
34UEGW,Warkton,3540,18,1424,40.2259887
35UBGJ,Warkworth,1960,54,898,45.81632653
00CYFT,Warley,10472,78,4216,40.25974026
22UDGJ,Warley,5662,65,2403,42.44083363
43UKGP,Warlingham East and Chelsham and Farleigh,4997,49,2063,41.28477086
43UKGQ,Warlingham West,3358,73,1357,40.4109589
46UFHD,Warminster East,8904,144,3663,41.13881402
46UFHE,Warminster West,8473,87,3633,42.87737519
47UEGB,Warndon,5292,14,2383,45.03023432
47UEGC,Warndon Parish North,5231,30,2116,40.45115657
47UEGD,Warndon Parish South,5224,39,2016,38.59111792
16UBHR,Warnell,1889,34,732,38.75066173
26UCHG,Warners End,4842,49,2032,41.9661297
30UQHF,Warren,6040,45,2319,38.39403974
24UHGD,Warren Park,6951,22,2494,35.87972954
24UEGF,Warsash,6740,99,2593,38.47181009
30UHHK,Warton,2315,20,994,42.93736501
30UFGW,Warton and Westby,4679,67,2013,43.02201325
00BKGT,Warwick,8131,98,4642,57.09014881
44UFGN,Warwick North,8488,112,3590,42.29500471
44UFGP,Warwick South,8569,148,3733,43.5640098
44UFGQ,Warwick West,8377,72,3749,44.7534917
47UBGT,Waseley,4454,20,1730,38.84149079
36UDHW,Washburn,2888,98,1160,40.16620499
29UBJF,Washford,2261,3,863,38.16895179
34UGHQ,Washington,1655,58,692,41.81268882
00CMFY,Washington East,14540,79,5780,39.75240715
00CMFZ,Washington North,11335,32,4945,43.62593736
00CMGA,Washington South,18058,143,7124,39.45065899
00CMGB,Washington West,11521,60,4527,39.29346411
00CNGP,Washwood Heath,27822,81,9554,34.33973115
40UFGM,Watchet,3949,35,1709,43.27677893
43UJGG,Watchetts,4616,92,1831,39.66637782
00HHNC,Watcombe,7359,51,3045,41.37790461
44UBGN,Water Orton,3573,31,1451,40.61013154
23UCHQ,Water Park,5120,101,2096,40.9375
12UGJE,Waterbeach,5256,106,2145,40.81050228
00BPFU,Waterhead,12876,66,5498,42.69959615
22UFHD,Waterhouse Farm,4985,46,2120,42.52758275
29UPJJ,Wateringbury,2015,32,771,38.2630273
12UDHD,Waterlees,4881,9,2015,41.28252407
00EYNW,Waterloo,6825,46,2921,42.7985348
24UHGE,Waterloo,9134,104,3953,43.27786293
30UJGQ,Waterside,5024,37,2165,43.09315287
33UFHX,Waterside,4016,45,1764,43.92430279
00CFFY,Wath,10671,88,4533,42.47961766
36UDHX,Wathvale,3010,55,1128,37.47508306
00LCPL,Watling,9044,93,3361,37.16275984
09UEHB,Watling,6658,97,2617,39.30609793
26UCHH,Watling,5273,63,2118,40.16688792
29UMHB,Watling,4903,42,2012,41.03610035
33UEJJ,Watlington,2031,25,851,41.90054161
38UDHN,Watlington,5141,124,2147,41.76230305
33UBJD,Watton,6819,44,2966,43.4961138
26UDHP,Watton-at-Stone,2272,45,921,40.53697183
16UBHS,Waver,1834,32,695,37.8953108
13UBHM,Waverton,2062,53,834,40.44616877
33UFHY,Waxham,2011,23,858,42.66534063
18UDHD,Way,1515,22,587,38.74587459
33UBJE,Wayland,2078,31,863,41.53031761
29UBJG,Weald Central,4605,77,1834,39.82627579
29UBJH,Weald East,1902,22,745,39.16929548
29UBJJ,Weald North,2326,52,926,39.81083405
29UBJK,Weald South,4885,71,2008,41.10542477
00AQGT,Wealdstone,8963,79,3504,39.09405333
36UGGY,Weaponness,3725,61,1626,43.65100671
00BRFT,Weaste and Seedley,9367,34,4358,46.5250347
41UCGX,Weaver,2090,27,862,41.24401914
13UHHM,Weaverham,6589,69,2737,41.53892852
00BGGM,Weavers,11685,31,4715,40.35087719
44UCGG,Weddington,7286,95,3043,41.76502882
40UCHH,Wedmore and Mark,4539,93,1762,38.81912315
00CSFY,Wednesbury North,12365,50,4888,39.53093409
00CSFZ,Wednesbury South,11972,46,4944,41.29635817
00CWFU,Wednesfield North,10978,45,4652,42.37566041
00CWFW,Wednesfield South,11195,48,4698,41.96516302
11UBJA,Weedon,1578,34,635,40.24081115
34UCGZ,Weedon,3072,63,1283,41.76432292
15UEHD,Week St Mary and Whitstone,2219,40,881,39.70256872
41UGHK,Weeping Cross,6526,135,2630,40.30033711
33UBJF,Weeting,2324,15,1043,44.87951807
00CKFU,Weetslade,9962,68,4474,44.91066051
00DAGG,Weetwood,20721,240,9295,44.85787365
37UCGZ,Welbeck,2319,23,891,38.42173351
34UCHA,Welford,1876,39,727,38.75266525
44UEHU,Welford,2032,39,841,41.38779528
26ULGZ,Welham Green,3639,22,1575,43.28112119
34UEGX,Welland,2149,49,878,40.85621219
44UEHW,Wellesbourne,6773,94,2795,41.26679463
13UDHB,Wellington,3308,52,1436,43.40991536
24ULGE,Wellington,8400,71,2868,34.14285714
40UEHG,Wellington East,3491,47,1530,43.82698367
40UEHH,Wellington North,4125,34,1697,41.13939394
40UEHJ,Wellington Rockwell Green and West,5229,64,2319,44.34882387
47UCJL,Wells,3219,95,1335,41.47250699
40UBHU,Wells Central,1703,24,899,52.78919554
13UDHC,Wells Green,3985,92,1442,36.18569636
40UBHW,Wells St Cuthbert's,4577,55,2042,44.61437623
40UBHX,Wells St Thomas',4126,73,1811,43.89238972
00HHND,Wellswood,7622,95,3869,50.76095513
00AEHD,Welsh Harp,12405,109,4858,39.16162838
32UHHC,Welton,5000,96,1984,39.68
26ULHA,Welwyn North,4228,67,1701,40.23178808
26ULHB,Welwyn South,5454,123,2245,41.16244958
44UCGH,Wem Brook,7082,35,3053,43.10929116
39UCGU,Wem East,2463,27,1117,45.35119773
39UCGW,Wem Rural,1423,30,519,36.47224174
39UCGX,Wem West,2679,27,1193,44.53154162
00AEHE,Wembley Central,11002,126,3627,32.96673332
18UGHQ,Wembury and Brixton,4033,90,1747,43.31762956
22UQHL,Wenden Lofts,1435,54,572,39.86062718
11UBJB,Wendover,8511,143,3129,36.76418752
15UDGU,Wendron,2150,26,854,39.72093023
12UDHE,Wenneye,2131,14,880,41.29516659
00EXNX,Wensley Fold,6421,34,2708,42.17411618
35UDHJ,Wensleydale,3289,24,1538,46.76193372
33UFHZ,Wensum,2298,38,947,41.20974761
33UGGF,Wensum,10529,46,4277,40.62114161
00CNGQ,Weoley,21623,117,8968,41.47435601
00BPFW,Werneth,11594,77,3772,32.53406935
41UHHJ,Werrington,3430,29,1336,38.95043732
00JANZ,Werrington North,7942,88,3266,41.12314279
00JAPA,Werrington South,6670,100,2858,42.84857571
00MFPA,Wescott,5250,113,2244,42.74285714
40UDKY,Wessex,5173,98,2266,43.80436884
00JAPB,West,8312,212,3343,40.21896054
17UDGR,West,6036,111,2572,42.61100066
20UGGS,West,5669,35,2347,41.40059975
32UBGK,West,1556,23,668,42.93059126
34UBGB,West,3459,26,1409,40.73431628
34UHGG,West,1692,20,756,44.68085106
47UCJM,West,4223,62,1718,40.68197964
47UDFY,West,5461,57,2212,40.50540194
20UJGM,West Auckland,4347,22,1853,42.62709915
00BAGR,West Barnes,9559,121,3732,39.04174077
29UCHA,West Bay,6221,25,2713,43.61035203
22UGHE,West Bergholt and Eight Ash Green,5044,88,1984,39.33386201
00BSFX,West Bramhall,14460,336,5774,39.93084371
00CSGA,West Bromwich Central,10494,69,4337,41.32837812
43UMGK,West Byfleet,5054,167,2111,41.76889592
12UBGE,West Chesterton,8021,182,3640,45.3808752
00CJFZ,West City,6334,13,3475,54.86264604
36UBGW,West Craven,1763,27,740,41.97390811
18UGHR,West Dart,1867,50,778,41.67113016
29UMHC,West Downs,2514,42,990,39.37947494
00ASHB,West Drayton,11589,69,4707,40.61610148
00EENU,West Dyke,7527,64,2959,39.31181081
00BKGW,West End,7463,65,4183,56.04984591
43UJGH,West End,4272,89,1636,38.29588015
24UDGM,West End North,5035,29,2080,41.31082423
24UDGN,West End South,5693,45,2462,43.24609169
43UCGB,West Ewell,5648,58,2143,37.94263456
00ACGR,West Finchley,14264,198,6046,42.38642737
33UDGP,West Flegg,4707,38,1929,40.98151689
00APGS,West Green,11884,71,4756,40.02019522
45UEGE,West Green,4404,21,2005,45.52679382
33UBJG,West Guiltcross,2124,34,869,40.913371
34UCHB,West Haddon and Guilsborough,2099,48,811,38.6374464
17UGGZ,West Hallam and Dale Abbey,5117,60,1963,38.36232167
00BBGX,West Ham,12637,63,5072,40.13610825
00AGGX,West Hampstead,10053,70,5088,50.61175768
00AQGU,West Harrow,9690,130,3750,38.6996904
00ACGS,West Hendon,14587,167,5746,39.39123877
19UCFX,West Highcliffe,5336,31,2515,47.13268366
00BJGT,West Hill,14356,135,5889,41.02117581
29UDGR,West Hill,5292,49,2123,40.11715797
34UFGW,West Hunsbury,7468,97,2929,39.22067488
00KFNF,West Leigh,8670,118,3709,42.77970012
29UPJK,West Malling and Leybourne,5618,62,2267,40.35243859
00FCND,West Marsh,7781,24,3557,45.71391852
22UGHF,West Mersea,6925,78,3125,45.12635379
40UEHK,West Monkton,3837,54,1572,40.96950743
19UDGZ,West Moors,7198,60,3263,45.33203668
00CLFT,West Park,7206,37,3093,42.92256453
40UCHJ,West Poldens,2461,33,992,40.30881755
19UGGA,West Purbeck,1513,22,590,38.99537343
00BJGU,West Putney,12688,225,5591,44.06525851
40UFGN,West Quantock,1160,11,533,45.94827586
00ASHC,West Ruislip,10183,117,4428,43.48423844
46UBHP,West Selkley,1584,72,650,41.03535354
00KFNG,West Shoebury,10017,114,3893,38.86393132
00HNNM,West Southbourne,8583,61,3504,40.8248864
21UDGH,West St Leonards,4907,43,1992,40.59506827
00BZFS,West Sutton,8677,48,3449,39.74876109
00AHHD,West Thornton,16498,137,6283,38.08340405
00KGNS,West Thurrock and South Stifford,7795,25,3299,42.32200128
00BDGN,West Twickenham,9772,80,4230,43.28694228
35UFHR,West Tynedale,1115,10,477,42.78026906
00AFHB,West Wickham,14276,225,5584,39.11459793
33UEJK,West Winch,4631,65,1911,41.26538545
45UDHQ,West Wittering,4543,120,2123,46.73123487
00KFNE,Westborough,10196,63,4327,42.43821106
43UDGU,Westborough,9080,85,3536,38.94273128
00BKGU,Westbourne,10075,48,4442,44.08933002
00MLNX,Westbourne,9099,58,4315,47.42279371
45UDHR,Westbourne,2140,34,894,41.77570093
00HNNN,Westbourne and West Cliff,8628,55,4826,55.93416783
00EUNY,Westbrook,6564,49,2295,34.96343693
29UNHC,Westbrook,4319,41,1658,38.38851586
46UFHF,Westbury Ham,6572,42,2685,40.85514303
46UFHG,Westbury Laverton,4924,41,2211,44.90251828
00HBPX,Westbury-on-Trym,10348,206,4456,43.06146115
00FNPC,Westcotes,8653,43,4054,46.85080319
43UEGX,Westcott,2142,49,884,41.26984127
29UGGM,Westcourt,6915,34,2737,39.58062184
29UKHM,Westerham and Crockham Hill,4078,66,1785,43.7714566
00CJGA,Westerhope,12669,110,5311,41.92122504
00HDPY,Westerleigh,3216,28,1320,41.04477612
00HXNU,Western,9437,34,4097,43.41422062
46UDHR,Western and Mere,4154,90,1865,44.89648532
00FNPD,Western Park,9892,117,4254,43.00444804
