GEO_LABEL,socialrented,Noqualifications ,Car_or_van,Deprivation_classification_of_household,%obese
Waldon,0.00479312,0.038157748,0.004238706,0.03559347,0.635063004
Wales,0.089095651,0.252642118,0.09180145,0.222385645,0.52166374
Walgrave,0.022132939,0.030370453,0.007138873,0.037358435,0.565686249
Walkden North,0.235990696,0.323172767,0.21617401,0.235181644,0.630117897
Walkden South,0.077183337,0.206919568,0.099386503,0.208118841,0.620408053
Walker,0.531190527,0.449660696,0.382375906,0.242682747,0.697822987
Walkergate,0.154084725,0.272221604,0.209258226,0.210619209,0.288711997
Walkern,0.033833791,0.037935254,0.009035137,0.048242389,0.573619211
Walkham,0.026221188,0.047502503,0.014500837,0.063391675,0.679475331
Walkley,0.360611828,0.424741351,0.471500279,0.430651566,0.518935977
Wall End,0.151547191,0.241851151,0.212493028,0.225915576,0.308436082
Wallasey,0.026573624,0.238068751,0.136754044,0.316958376,0.22885707
Wallingford North,0.088461267,0.106352208,0.056441718,0.121929696,0.430319403
Wallington North,0.087474448,0.156079653,0.117233687,0.222385645,0.886681038
Wallington South,0.100726017,0.173879186,0.141550474,0.225033093,0.755103154
Wallisdown and Winton West,0.078522591,0.19846479,0.10317903,0.195764083,0.352031017
Wallsend,0.113484176,0.234620091,0.252872281,0.238564495,0.326663051
Walmer,0.035525481,0.157748359,0.079754601,0.175614061,0.657795427
Walney North,0.042010291,0.145177439,0.073954267,0.110604501,0.726521281
Walney South,0.018749559,0.106685949,0.066369214,0.113399029,0.513425202
Walpole,0.087897371,0.123818,0.220412716,0.231504633,0.516395441
Walpole,0.015154719,0.060073423,0.007585053,0.047654067,0.675286441
Walsingham,0.028547262,0.0609634,0.015281651,0.057067216,0.444172302
Waltham,0.024881934,0.157970853,0.046291132,0.134431534,0.375623287
Waltham Abbey High Beach,0.003171918,0.081655357,0.009035137,0.052507722,0.443940365
Waltham Abbey Honey Lane,0.072037781,0.153743464,0.04327942,0.133843212,0.658158047
Waltham Abbey North East,0.043983929,0.123150517,0.034802008,0.092954846,0.335086775
Waltham Abbey Paternoster,0.093324875,0.145177439,0.04283324,0.097955582,0.58522702
Waltham Abbey South West,0.06823148,0.101679831,0.047629671,0.104574202,0.763808031
Waltham Cross,0.133925425,0.193792413,0.117679866,0.167230475,0.775339637
Waltham-on-the-Wolds,0.005991401,0.02970297,0.006469604,0.02926901,0.333842565
Walton,0.055825756,0.139392591,0.070496375,0.115899397,0.386779048
Walton,0.004299711,0.087217711,0.031121026,0.117517282,0.528835444
Walton,0.031930641,0.165424408,0.068934746,0.105015443,0.509491759
Walton,0.015084232,0.075870508,0.010262131,0.056037653,0.461939195
Walton,0.028406287,0.126265436,0.048187395,0.124724224,0.514536232
Walton Ambleside,0.055896243,0.062298365,0.024093698,0.065892043,0.584267964
Walton Central,0.026785085,0.073979308,0.050195204,0.14619797,0.685536458
Walton Court and Hawkslade,0.089730035,0.104572255,0.047183491,0.115752317,0.307923781
Walton North,0.104673292,0.112804539,0.046848857,0.128254155,0.393011095
Walton Park,0.127863537,0.14095005,0.079977691,0.270039712,0
Walton South,0.011136956,0.068528201,0.026213051,0.107809972,0.619579303
Walton-le-Dale,0.007471629,0.066970742,0.019854992,0.07456979,0.407268859
Walverden,0.013322055,0.098008677,0.050195204,0.074275629,0.5485749
Wampool,0.006132375,0.03582156,0.007473508,0.036034711,0.58243418
Wandle Valley,0.271022767,0.232728891,0.152593419,0.255184586,0.487462531
Wandsworth Common,0.110805667,0.151184781,0.187283882,0.207089278,0.58243418
Wanstead,0.087403961,0.15696963,0.122030117,0.208265921,0.199171032
Wantage Charlton,0.078029182,0.11658694,0.061684328,0.150904545,0.640563067
Wantage Segsbury,0.054416015,0.063410835,0.021305075,0.069421974,0.213253179
Warboys and Bury,0.049763868,0.112025809,0.025543781,0.122812178,0.605539362
Warbreck,0.1460492,0.435977306,0.307306191,0.312840124,0.399141009
Warbreck,0.00408825,0.172210479,0.099386503,0.130166201,0.440169652
Warcop,0.002467047,0.028034264,0.003123257,0.027209884,0.71901359
Warden Hill,0.021710016,0.096562465,0.043837144,0.108545374,0.376053441
Wardle and West Littleborough,0.047437795,0.185671376,0.074735081,0.194587439,0.579418462
Wardley and Leam Lane,0.14125608,0.212036934,0.12961517,0.166495073,0.583443274
Ware Chadwell,0.025304857,0.043608855,0.02755159,0.062803353,0.531519994
Ware Christchurch,0.048354127,0.103126043,0.051310653,0.105750846,0.567987432
Ware St Mary's,0.026503137,0.075981755,0.026770775,0.106192087,0.674294466
Ware Trinity,0.081412561,0.108020914,0.033240379,0.096778938,0.432288806
Wareham,0.059420596,0.13104906,0.057668712,0.131931166,0.603191613
Warfield Harvest Ride,0.027489956,0.050061186,0.013385388,0.106486248,0.358851069
Warley,0.104391344,0.290021137,0.170105968,0.257537873,0.571706924
Warley,0.037217171,0.096784959,0.041271612,0.118399765,0.641582215
Warlingham East and Chelsham and Farleigh,0.042856136,0.121259317,0.038594534,0.112957788,0.451112495
Warlingham West,0.006766758,0.045945044,0.011377579,0.070157376,0.5125684
Warminster Broadway,0.030661874,0.10245856,0.031344116,0.103691719,0.451112495
Warminster Copheap and Wylye,0.035877916,0.073423073,0.029113218,0.104132961,0.433866588
Warminster East,0.0588567,0.127266659,0.071500279,0.130754523,0.553396564
Warminster West,0.056812575,0.096784959,0.046625767,0.106486248,0.546571111
Warminster Without,0.015295693,0.062632106,0.013943112,0.088689513,0.305368458
Warndon,0.177415944,0.171654244,0.117010597,0.133843212,0.666085505
Warndon Parish North,0.016705435,0.045833797,0.013720022,0.082806295,0.324222028
Warndon Parish South,0.02185099,0.050394927,0.014054657,0.084718341,0.354458293
Warnell,0.003453866,0.035265324,0.003457892,0.03897632,0.659817217
Warren,0.039543244,0.159528312,0.066480759,0.118399765,0.671601966
Warren Park,0.280045112,0.216264323,0.109537089,0.145315488,0.473668119
Warsash,0.019031508,0.083991545,0.02665923,0.123106339,0.499896389
Warsop Carrs,0.051807993,0.091111358,0.0327942,0.055890572,0.400954064
Warton,0.008528935,0.043497608,0.016954824,0.050595676,0.657250854
Warton and Westby,0.029111158,0.110357103,0.031232571,0.104574202,0.531371773
Warwick,0.184323677,0.087773946,0.343669827,0.255184586,0.544298428
Warwick North,0.090998802,0.167426855,0.079419967,0.169583762,0.398471345
Warwick South,0.070064143,0.130826566,0.073731177,0.18502721,0.420284906
Warwick West,0.162402199,0.194348648,0.12437256,0.220179438,0.564039993
Waseley,0.01177134,0.090443876,0.031121026,0.099426386,0.430899077
Washburn,0.005004582,0.041383914,0.004238706,0.057067216,0.420639995
Washford,0.027701417,0.057180999,0.014612381,0.053390204,0.463028674
Washington,0.009445267,0.022694404,0.004461796,0.026768642,0.532742375
Washington Central,0.186508776,0.252642118,0.152928054,0.229298426,0.572176271
Washington East,0.179530556,0.22972522,0.11366425,0.19811737,0.231587163
Washington North,0.284767745,0.32228279,0.241494702,0.25312546,0.571351038
Washington South,0.123422852,0.18133274,0.10273285,0.196058244,0.434176407
Washington West,0.192077254,0.26665925,0.135415505,0.23062215,0.339521509
Washwood Heath,0.496017481,1,0.424205243,0.452125313,0.398498446
Watchet,0.054909424,0.094671265,0.039486893,0.079864686,0.474966222
Watchetts,0.057376471,0.085882746,0.034355828,0.086924548,0.872208326
Watcombe,0.122717981,0.207920792,0.091689905,0.156199441,0.5125684
Water Orton,0.014097413,0.067526977,0.021528165,0.0714811,0.261512444
Water Park,0.051314584,0.10056736,0.02665923,0.113399029,0.299892727
Waterbeach,0.049058998,0.086550228,0.035248187,0.09736726,0.489935509
Waterhead,0.153309368,0.323840249,0.217401004,0.238858656,0.635529552
Waterhouse Farm,0.098822866,0.117365669,0.068711656,0.129136638,0.814081014
Wateringbury,0.006414323,0.030370453,0.006469604,0.035887631,0.435789592
Waterlees,0.10425037,0.190343753,0.067484663,0.12325342,0.268569299
Waterloo,0.004370198,0.199021026,0.125599554,0.124282983,0.6548399
Waterloo,0.062592514,0.185226388,0.082543224,0.209442565,0.588776693
Waterside,0.04539367,0.140727556,0.095036252,0.113987351,0.283315511
Waterside,0.040036653,0.126710424,0.026101506,0.100014708,0.728525599
Wath,0.183054909,0.323951496,0.147462354,0.233416679,0.327112114
Wathvale,0.01585959,0.043720102,0.008254322,0.056920135,0.491006797
Watling,0.021498555,0.157525865,0.061684328,0.158699809,0.409616474
Watling,0.053993092,0.081099121,0.02163971,0.099720547,0.727809694
Watling,0.060618876,0.122149294,0.044283324,0.106486248,0.55928502
Watlington,0.014026926,0.050839915,0.012604573,0.049124871,0.412445709
Watlington,0.038274477,0.080876627,0.021751255,0.098396823,0.327437222
Watton,0.051807993,0.233841362,0.072838818,0.179879394,0.6327978
Watton-at-Stone,0.021075633,0.033596618,0.011712214,0.04235917,0.514491371
Waver,0.006273349,0.041050172,0.00524261,0.036328872,0.261385347
Wavertree,0.125044054,0.313049282,0.274177356,0.284894837,0.547557235
Waxham,0.010714034,0.055178552,0.007473508,0.05206648,0.513615712
Way,0.005497991,0.026254311,0.003123257,0.032063539,0.360889996
Wayland,0.009233806,0.044387585,0.00591188,0.047065745,0.675334905
Weald Central,0.033763304,0.089442652,0.018293363,0.087954111,0.707286417
Weald East,0.008246987,0.039826455,0.007696598,0.04206501,0.566254635
Weald North,0.019031508,0.038046501,0.007473508,0.046918665,0.312618086
Weald South,0.026926059,0.117810657,0.02119353,0.111339903,0.503884145
Wealdstone,0.120744343,0.203248415,0.138984941,0.204000588,0.60781473
Weaponness,0.007824064,0.084659028,0.058003346,0.093101927,0.585735027
Weardale,0.052230916,0.180109022,0.072727273,0.18517429,0.928185992
Weaste and Seedley,0.199478396,0.307375681,0.247183491,0.25327254,0.824480034
Weaver,0.009515754,0.047057515,0.01115449,0.040594205,0.602554464
Weaver and Cuddington,0.112638331,0.24685727,0.079866146,0.262244448,0.669477094
Weavers,0.42468457,0.249638447,0.438817624,0.282100309,0.645868495
Weddington,0.026009727,0.150962287,0.05398773,0.14619797,0.786647523
Wedmore and Mark,0.015084232,0.077094226,0.012493028,0.086630387,0.595148255
Wednesbury North,0.241700148,0.402491935,0.174121584,0.232828357,0.627246082
Wednesbury South,0.222034257,0.441205918,0.177802566,0.241359023,0.620886014
Wednesfield North,0.183125396,0.406051841,0.164640268,0.236652449,0.557163502
Wednesfield South,0.164446324,0.359884303,0.176798661,0.239299897,0.633758041
Weedon,0.060971312,0.032817889,0.01572783,0.053684365,0.589626309
Weedon,0.032001128,0.056291022,0.018739543,0.067215767,0.650493079
Weeping Cross,0.000986819,0.08532651,0.029001673,0.127812914,0.760650392
Weeting,0.011489392,0.068305707,0.012381484,0.054272687,0.462385225
Weetslade,0.10016212,0.22438536,0.117902956,0.21429622,0.449940774
Weetwood,0.234087545,0.296918456,0.267261573,0.389174879,0.594894021
Welbeck,0.014943258,0.055289799,0.012939208,0.042800412,0.596811279
Weldon and Gretton,0.019806865,0.062965847,0.017512549,0.062509193,0.494920684
Welford,0.012617185,0.024919346,0.00591188,0.035152228,0.74252579
Welford,0.012546698,0.035376571,0.008477412,0.040888366,0.622947047
Welham Green,0.035736942,0.084992769,0.026324596,0.086924548,0.53954223
Welland,0.014943258,0.04572255,0.008700502,0.051036917,0.475209187
Wellesbourne,0.06942976,0.123706753,0.034355828,0.138696867,0.410423917
Wellington,0.091562698,0.132495272,0.113998885,0.197529048,0.421038328
Wellington East,0.056037217,0.083657804,0.034355828,0.089277835,0.591596339
Wellington North,0.072601678,0.087885193,0.036475181,0.078246801,0.294247148
Wellington Rockwell Green and West,0.057376471,0.129602848,0.051087563,0.128401235,0.350240783
Wells,0.005850426,0.031149182,0.011266035,0.066921606,0.459636367
Wells Central,0.01296962,0.041606408,0.037255996,0.058243859,0.672465831
Wells St Cuthbert's,0.043842955,0.09600623,0.053095371,0.094425651,0.547332273
Wells St Thomas',0.021639529,0.070196907,0.036029002,0.095455214,0.470451926
Wellswood,0.014238387,0.169874291,0.108979364,0.213560818,0.596991178
Welsh Harp,0.171565518,0.272332851,0.188510876,0.263568172,0.474212941
Welton,0.019736378,0.087551452,0.028332404,0.104868363,0.718146825
Welwyn East,0.02114612,0.072199355,0.0163971,0.095602294,0.424747058
Welwyn West,0.055261859,0.065190789,0.026547685,0.078835123,0.579808487
Wem,0.062874463,0.191789966,0.06469604,0.178114429,0.480087173
Wem Brook,0.158736872,0.244854823,0.131399888,0.152963671,0.539019557
Wembley Central,0.125044054,0.277783958,0.213273843,0.254155023,0.574173301
Wembury and Brixton,0.025163882,0.069751919,0.018516453,0.095455214,0.331091739
Wenden Lofts,0.009656728,0.019690733,0.003569437,0.023091631,0.398943535
Wendover,0.069782195,0.104238514,0.04896821,0.13649066,0.360889996
Wendron,0.010220625,0.08610524,0.013385388,0.098690984,0.328731481
Wenneye,0.017128357,0.062743353,0.014500837,0.054125607,0.243492045
Wensley Fold,0.143441179,0.221826677,0.166871166,0.143991763,0.630303012
Wensleydale,0.039049834,0.106685949,0.082654769,0.101338432,0.509616056
Wensum,0.023895115,0.047947491,0.009704406,0.052213561,0.462780408
Wensum,0.343624445,0.277227723,0.169659788,0.219591116,0.62156102
Weoley,0.616973285,0.673601068,0.448187395,0.519193999,0.527753112
Werneth,0.170296751,0.353654467,0.15716676,0.184144727,0.659481817
Werrington,0.00169169,0.074201802,0.014389292,0.059126342,0.446881607
Werrington North,0.065059562,0.125264212,0.069269381,0.145903809,0.571794452
Werrington South,0.012264749,0.152964735,0.044060234,0.145462568,0.461062212
Wescott,0.030168464,0.061964623,0.034913553,0.092807766,0.564705988
Wessex,0.047719743,0.114695739,0.036252091,0.127665833,0.610736916
West,0.021287094,0.148626099,0.063469046,0.167524636,0.543834232
West,0.009938676,0.101568584,0.040379253,0.125018385,0.413608253
West,0.000281948,0.047502503,0.008700502,0.04544786,0.258548057
West,0.009092831,0.033374124,0.007585053,0.038240918,0.772609568
West,0.025163882,0.045500056,0.025989961,0.078246801,0.755836582
West,0.027067033,0.101791078,0.030674847,0.106045007,0.241515197
West Auckland,0.07711285,0.22627656,0.094813162,0.16561259,0.849995843
West Barnes,0.036089378,0.120925576,0.082431679,0.160906016,0.574338748
West Bay,0.035102559,0.193458672,0.063357501,0.148257097,0.775366968
West Bergholt and Eight Ash Green,0.032494537,0.08610524,0.024651422,0.096484777,0.531371773
West Bromwich Central,0.213152886,0.432862387,0.273061907,0.268568907,0.583032466
West Byfleet,0.01466131,0.052842363,0.03234802,0.099132225,0.771876848
West Chesterton,0.057235497,0.06630326,0.133519241,0.173996176,0.502589075
West Craven,0.003876789,0.029369229,0.009927496,0.036475952,0.522070209
West Dart,0.008317474,0.022583157,0.005354155,0.040741285,0.542331927
West Derby,0.088954677,0.34820336,0.188064696,0.274157964,0.318883338
West Downs,0.012194262,0.047168762,0.008254322,0.047212825,0.162139144
West Drayton,0.280115599,0.30058961,0.158839933,0.282247389,0.242720995
West Dyke,0.006273349,0.121370564,0.043167875,0.146639212,0.174089742
West Ecclesfield,0.188834849,0.427300033,0.181595092,0.361523753,0.624329837
West End,0.168464087,0.10401602,0.46536531,0.326224445,0.362183508
West End,0.00648481,0.052508622,0.01070831,0.063538756,0.611557431
West End North,0.024670473,0.107575926,0.029782487,0.101485513,0.547216825
West End South,0.031437231,0.095005006,0.033798104,0.126195029,0.416795196
West Ewell,0.030309438,0.096117477,0.032236475,0.116193558,0.328821256
West Finchley,0.065059562,0.184447658,0.239152259,0.321223709,0.227930524
West Flegg,0.027701417,0.137056402,0.026101506,0.108398294,0.554588016
West Gosforth,0.041939804,0.113027033,0.088678193,0.156787763,0.464001423
West Green,0.327905829,0.28534876,0.328499721,0.266509781,0.390528305
West Green,0.109607387,0.106018467,0.083881762,0.110163259,0.620630248
West Guiltcross,0.012687672,0.046056291,0.007808143,0.049860274,0.483031855
West Haddon and Guilsborough,0.013251568,0.02703304,0.0054657,0.038535079,0.505067932
West Hallam and Dale Abbey,0.004934095,0.092668817,0.020078081,0.090160318,0.592834739
West Ham,0.418763657,0.283457559,0.338092582,0.290336814,0.71008919
West Hampstead,0.20370762,0.111914562,0.387172337,0.301073687,0.382399995
West Harrow,0.068301967,0.123261764,0.100725042,0.176055302,0.867193543
West Hendon,0.172129414,0.276226499,0.248633575,0.336078835,0.417280574
West Heywood,0.22316205,0.317165424,0.189626325,0.219296955,0.262465451
West Highcliffe,0.006343836,0.12648793,0.033463469,0.143256361,0.803969386
West Hill,0.266370621,0.211703193,0.291689905,0.344903662,0.432833418
West Hill,0.022696835,0.088441428,0.051087563,0.12678335,0.330366961
West Hunsbury,0.029322619,0.067638224,0.022755159,0.082070893,0.697312873
West Kirby and Thurstaston,0.043631494,0.180109022,0.101505856,0.249448448,0.391142605
West Leigh,0.006978219,0.123929247,0.057557167,0.169142521,0.695862774
West Malling and Leybourne,0.043279058,0.107909667,0.036921361,0.109869098,0.307959463
West Marsh,0.062310566,0.237067527,0.204015616,0.19149875,0.333041654
West Mersea,0.02882921,0.162420736,0.049637479,0.166495073,0.795384905
West Middleton,0.340170579,0.405495606,0.27038483,0.229592587,0.301110671
West Monkton,0.027278494,0.064412059,0.015281651,0.075158111,0.673208327
West Moors,0.050539226,0.221937924,0.052649191,0.193999118,0.309334282
West Park,0.130894481,0.279897653,0.174902398,0.239299897,0.59571855
West Park,0.042151265,0.155857159,0.158282209,0.178114429,0.479867229
West Polden,0.010714034,0.042718879,0.00524261,0.047654067,0.678544632
West Purbeck,0.011207443,0.026921793,0.00501952,0.028533608,0.603758477
West Putney,0.215901882,0.195127378,0.283658673,0.286953964,0.713637564
West Quantock,0.001127793,0.020135721,0.003234802,0.030004412,0.745957719
West Ruislip,0.069711708,0.157970853,0.094255438,0.213266657,0.684900722
West Selkley,0.029816029,0.059739682,0.012716118,0.077658479,0.256365829
West Shoebury,0.136744907,0.234063856,0.093363079,0.205030151,0.333771094
West Southbourne,0.07133291,0.166759373,0.095259342,0.199882336,0.401565846
West St Leonards,0.026150701,0.111135833,0.041494702,0.10722165,0.552612806
West Thornton,0.180517375,0.261653132,0.26514222,0.336520076,0.533753271
West Thurrock and South Stifford,0.142947769,0.178217822,0.102844395,0.225621415,0.565824493
West Twickenham,0.082469867,0.122371788,0.100948132,0.177967348,0.469996274
West Wickham,0.028053852,0.202135944,0.095259342,0.258420356,0.337792504
West Wight,0.020229788,0.063410835,0.018516453,0.07795264,0.749263813
West Winch,0.028476775,0.115696963,0.019185722,0.099573467,0.667364164
West Wittering,0.01945443,0.086661475,0.030117122,0.118105604,0.532619359
Westborough,0.01177134,0.179886528,0.145454545,0.214884542,0.472113779
Westborough,0.212025093,0.184781399,0.101617401,0.173554935,0.630455221
Westbourne,0.460139564,0.248859717,0.400892359,0.261067804,0.318823064
Westbourne,0.046098541,0.149738569,0.184829894,0.198558612,0.346454396
Westbourne,0.026714598,0.038268995,0.011489124,0.041182527,0.325392301
Westbourne and West Cliff,0.038485938,0.17677161,0.22208589,0.306221503,0.566993729
Westbrook,0.007119194,0.07620425,0.02141662,0.101044271,0.554588016
Westbrook,0.006343836,0.092668817,0.04829894,0.084130019,0.476988638
Westbury East,0.016071051,0.092780065,0.036140547,0.11369319,0.503395276
Westbury North,0.043631494,0.104461008,0.041606247,0.093396088,0.706416
Westbury West,0.099950659,0.098008677,0.037144451,0.104427122,0.625542659
Westbury-on-Trym,0.054063579,0.126042941,0.078192973,0.195322842,0.589806943
Westcotes,0.08430253,0.171320503,0.251756832,0.248418885,0.618778071
Westcott,0.020159301,0.031260429,0.010039041,0.040594205,0.470946151
Westcourt,0.172411363,0.188675047,0.084774122,0.137226063,0.652173411
Westerham and Crockham Hill,0.045111722,0.068528201,0.020858896,0.082365054,0.223540698
Westerhope,0.055896243,0.231060185,0.103067485,0.203853508,0.501356162
Westerleigh,0.011841827,0.089220158,0.013608477,0.07780556,0.609548509
Western,0.056953549,0.20992324,0.126715003,0.232681277,0.395079574
Western Parishes,0.01536618,0.060073423,0.015170106,0.057655538,0.602118175
Western Park,0.034397688,0.188786294,0.142442833,0.205618473,0.298667583
Western Springs,0.039331783,0.173211703,0.077300613,0.13972643,0.547712748
Westexe,0.078029182,0.147291134,0.065253765,0.113399029,0.367699241
Westfield,0.306054839,0.336188675,0.235582822,0.293278423,0.367699241
Westfield,0.041164446,0.126599177,0.034690463,0.117664362,0.525906611
Westgate,0.282653133,0.171209256,0.391411043,0.275334608,0.580325621
Westgate,0.073165574,0.132161531,0.145454545,0.174143256,0.421079413
Westgate,0.106787904,0.131939037,0.191522588,0.228415944,0.661821712
Westgate,0.092197082,0.196907331,0.096263246,0.154581556,0.374950645
Westgate,0.107563262,0.201468461,0.186503067,0.215178703,0.341094342
Westgate,0.007330655,0.093225053,0.023870608,0.097661421,0.35970675
Westgate-on-Sea,0.050186791,0.179997775,0.100613497,0.171348728,0.498169567
Westham East,0.028688236,0.083212816,0.062465142,0.077364318,0.569826309
Westham North,0.0812011,0.125597953,0.062465142,0.117664362,0.470995299
Westham West,0.051314584,0.099899878,0.048410485,0.079129284,0.639759538
Westheath,0.048001692,0.098453666,0.030674847,0.108839535,0.394360222
Westhoughton North and Chew Moor,0.073306548,0.254755813,0.093920803,0.260773643,0.583356431
Westhoughton South,0.124762106,0.241628657,0.112102621,0.237534932,0.574653239
Westlands,0.03171918,0.085660251,0.038482989,0.106486248,0.560807475
Westmoreland,0.025868753,0.077650462,0.069827105,0.092072364,0.381211957
Westoe,0.052794812,0.158415842,0.132069158,0.166495073,0.566406442
Weston,0.052794812,0.080097897,0.059564975,0.107957053,0.495252574
Weston and Sandon,0.018890534,0.025253087,0.005577245,0.036328872,0.369692191
Weston Coyney,0.040459576,0.172321727,0.044617959,0.109722018,0.625701328
Weston Green,0.003806302,0.02592057,0.007919688,0.042800412,0.401900223
Weston-super-Mare Central,0.030732361,0.179219046,0.173006135,0.161935579,0.538718326
Weston-super-Mare Clarence and Uphill,0.024459012,0.205139615,0.110429448,0.21429622,0.468470776
Weston-super-Mare East,0.071967294,0.230726443,0.121026213,0.273275482,0.576370234
Weston-super-Mare Milton and Old Worle,0.038274477,0.187117588,0.087674289,0.211354611,0.498880442
Weston-super-Mare North Worle,0.024811447,0.139170097,0.061907418,0.178996911,0.320233547
Weston-super-Mare South,0.312398675,0.307153187,0.196988288,0.215031622,0.734515825
Weston-super-Mare South Worle,0.061041799,0.21982423,0.103067485,0.213854979,0.98108547
Weston-super-Mare West,0.019524917,0.203025921,0.152147239,0.230033829,0.29161521
Westone,0.027489956,0.116698187,0.050195204,0.090307398,0.298200184
"Westoning, Flitton and Greenfield",0.028053852,0.071754366,0.012827663,0.078982203,0.467025577
Westville and Alvington,0.04179883,0.051173657,0.028220859,0.049713193,0.182251815
Westward Ho!,0.00169169,0.057625987,0.023312883,0.05515517,0.300346257
Westway,0.054697963,0.071754366,0.029001673,0.080894249,0.392582885
Westwood,0.267780362,0.374568918,0.251979922,0.338873364,0.531837888
Westwood,0.001550715,0.05106241,0.012381484,0.049124871,0.58811703
Westworth,0.020088814,0.088107687,0.033798104,0.092366524,0.633303734
Wetheral,0.010995982,0.069084437,0.018627998,0.092366524,0.484017171
Wetherby,0.140198774,0.36722661,0.143223648,0.400058832,0.498495534
Wetheringsett,0.017339818,0.047391256,0.007473508,0.045153699,0.468753286
Wexham and Iver West,0.017410305,0.064189565,0.012493028,0.070010296,0.623911518
Wexham Lea,0.189539719,0.225609078,0.111321807,0.20458891,0.812199485
Wey Valley,0.008106013,0.053064857,0.018962632,0.075011031,0.788553258
Weybridge North,0.043913442,0.0609634,0.035025098,0.082070893,0.884643666
Weybridge South,0.009938676,0.036266548,0.030563302,0.093543168,0.461939195
Weymouth East,0.037781067,0.076093003,0.069157836,0.091336961,0.519342444
Weymouth West,0.058292803,0.094003782,0.044171779,0.103691719,0.584279504
Whaddon,0.093254388,0.183557682,0.072169548,0.170760406,0.571067527
Whalebone,0.082751815,0.215819335,0.139988846,0.212678335,0.71488738
Whaley Bridge,0.034891097,0.10401602,0.044841049,0.129430799,0.523388575
Whalley,0.010432086,0.059405941,0.018181818,0.065597882,0.831140596
Whalley Range,0.138859519,0.21637557,0.241048522,0.300338285,0.649807628
Whaplode and Holbeach St John's,0.030309438,0.126821671,0.015058561,0.098249743,0.524904092
Wharfedale,0.040318602,0.137501391,0.066926938,0.204883071,0.841797341
Wharrels,0.006837245,0.033819112,0.004907975,0.030151493,0.412260942
Wheathampstead,0.068795376,0.072644343,0.030786392,0.117223121,0.395942187
Wheatley,0.188482413,0.39581711,0.278081428,0.326665686,0.337326731
Wheatley,0.020934658,0.084214039,0.036809816,0.086483306,0.281670241
Wheatley,0.028617749,0.096896206,0.026324596,0.11045742,0.73327705
"Wheaton Aston, Bishopswood and Lapley",0.023119758,0.080654133,0.01662019,0.08118841,0.36840189
Wheelton and Withnell,0.022555861,0.058182223,0.016285555,0.07133402,0.415570298
Wheldrake,0.011136956,0.052731116,0.010039041,0.068833652,0.478839409
Whickham North,0.112074434,0.194126154,0.136196319,0.176202383,0.481186661
Whickham South and Sunniside,0.044759287,0.149071087,0.072504183,0.180173555,0.649889554
Whimple,0.013251568,0.029480476,0.007027328,0.045006619,0.472247377
Whinfell,0.003806302,0.028145511,0.003680982,0.03574055,0.721779991
Whippingham and Osborne,0.069570734,0.093558794,0.041048522,0.078099721,0.846157276
Whipton & Barton,0.158736872,0.191567471,0.106302287,0.159729372,0.906730186
Whissendine,0.009868189,0.019468239,0.004796431,0.026180321,0.551472353
Whiston North,0.081060125,0.185782623,0.090351366,0.125459626,0.403999722
Whiston South,0.100232607,0.199799755,0.088455103,0.141932637,0.463364933
Whitburn and Marsden,0.114752943,0.187117588,0.111098717,0.160317694,0.394643423
Whitby,0.011559879,0.151741017,0.039375349,0.156787763,0.468301439
Whitby West Cliff,0.022696835,0.109022138,0.08633575,0.108839535,0.422505361
Whitchurch,0.056319165,0.08799644,0.034913553,0.102809237,0.753626346
Whitchurch North,0.059279622,0.178996551,0.072169548,0.158258567,0.501300573
Whitchurch Park,0.274124198,0.337857381,0.168767429,0.229445507,0.789084235
Whitchurch South,0.05187848,0.112915786,0.029894032,0.086336226,0.433349391
White Hart Lane,0.465637556,0.325508955,0.269380926,0.24341815,0.590920457
White Horse,0.008387961,0.033040383,0.00524261,0.042506251,0.636443552
Whitechapel,0.387326426,0.236733786,0.464361405,0.341079571,0.544500695
Whitefield,0.109113978,0.227277784,0.131511433,0.10722165,0.399755072
Whitefield,0.012264749,0.114918233,0.051199108,0.054861009,0.622312077
Whitefield,0.002255586,0.053843587,0.020412716,0.06809825,0.655382572
Whitefoot,0.324170015,0.304816999,0.241494702,0.290042653,0.602279993
Whitehall,0.006132375,0.072199355,0.039152259,0.076187675,0.478768637
Whitehill,0.044336364,0.095449994,0.040044618,0.08765995,0.679322345
Whitehill Chase,0.013110594,0.046612526,0.017847183,0.051331078,0.348510659
Whitehill Deadwater,0.062663001,0.056958505,0.013385388,0.053390204,0.549537039
Whitehill Hogmoor,0.025727779,0.041828902,0.01048522,0.04883071,0.608005148
Whitehill Pinewood,0.054063579,0.03849149,0.012939208,0.049713193,0.621066504
Whitehill Walldown,0.012405724,0.037935254,0.009035137,0.04544786,0.517568241
Whitehouse,0.017551279,0.100901101,0.044394869,0.088836594,0.506005137
Whitehouse,0.1683936,0.232951385,0.109871723,0.186792175,0.387388157
Whiteleas,0.192359202,0.262209367,0.174679308,0.16884836,0.318274323
Whiteley,0.0081765,0.020024474,0.004350251,0.040005883,0.706413754
Whitestone,0.001762177,0.109022138,0.021751255,0.131637005,0.448310554
Whitestonecliffe,0.003876789,0.031816665,0.004238706,0.038240918,0.400988884
Whitewell,0.056601114,0.123261764,0.064138316,0.115752317,0.421520109
Whitfield,0.048777049,0.056068528,0.046291132,0.043829975,0.472890339
