field_1,LSOA,field_3,field_4,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,JunCURRENT_ENERGY_EFFICIENCY,JunPOTENTIAL_ENERGY_EFFICIENCY,JunENVIRONMENT_IMPACT_CURRENT,JunENVIRONMENT_IMPACT_POTENTIAL,JunENERGY_CONSUMPTION_CURRENT,JunENERGY_CONSUMPTION_POTENTIAL,JunCO2_EMISSIONS_CURRENT,JunCO2_EMISS_CURR_PER_FLOOR_AREA,JunCO2_EMISSIONS_POTENTIAL,JunLIGHTING_COST_CURRENT,JunLIGHTING_COST_POTENTIAL,JunHEATING_COST_CURRENT,JunHEATING_COST_POTENTIAL,JunHOT_WATER_COST_CURRENT,JunHOT_WATER_COST_POTENTIAL,TLSOA_ElecMean,TLSOA_GasMean,TLSOA_PrcnPost2000,TAgePost2000,TAgePre2000,TTotalBldngs,TDay_Jan18,TDay_Jun18,TNit_Jan18,TNit_Jun18,TEfficiency,TPotential_Efficiency,TEfficiencyDiff
1810,E01001906,,,72,82.5,70.5,83,165,90.5,2.65,29,1.5,88,65.5,412,310.5,128.5,113,96,72,82.5,70.5,83,165,90.5,2.65,29,1.5,88,65.5,412,310.5,128.5,113,3103,11640,0.0163205,1,751,753,5.516,32.55933333,1.965555556,15.14583333,3,1,2
1811,E01001907,,,65,75.57142857,62.42857143,76.57142857,240.4285714,152.7142857,3.314285714,42.42857143,1.985714286,75.28571429,57.71428571,591.7142857,378.7142857,97.57142857,95.85714286,87.28571429,65,75.57142857,62.42857143,76.57142857,240.4285714,152.7142857,3.314285714,42.42857143,1.985714286,75.28571429,57.71428571,591.7142857,378.7142857,97.57142857,95.85714286,3903,14569,0.0016835,1,732,734,5.516,32.55933333,1.965555556,15.14583333,1,3,2
9,E01000013,,,60.18181818,80,54.63636364,76.18181818,309.6363636,144.1818182,3.481818182,54.27272727,1.6,45.90909091,45.90909091,588.2727273,430.1818182,112.0909091,65.54545455,62.54545455,60.18181818,80,54.63636364,76.18181818,309.6363636,144.1818182,3.481818182,54.27272727,1.6,45.90909091,45.90909091,588.2727273,430.1818182,112.0909091,65.54545455,3262,11227,0.0301659,1,530,531,5.52875,32.18941176,2.269685315,14.56199451,0,2,0
407,E01000424,,,52.5,77,34.5,62,467.5,238.5,5.85,79,3,103,60,769.5,295.5,221,161,74.5,52.5,77,34.5,62,467.5,238.5,5.85,79,3,103,60,769.5,295.5,221,161,5423,20522,0,1,602,604,5.5475,32.266,1.646666667,14.45266667,2,0,1
2699,E01002836,,,73.71428571,78.21428571,73.42857143,78.57142857,169.2142857,135.4285714,2.228571429,29.28571429,1.742857143,66.64285714,56.92857143,340.2857143,253.9285714,160.8571429,155.8571429,86.21428571,73.71428571,78.21428571,73.42857143,78.57142857,169.2142857,135.4285714,2.228571429,29.28571429,1.742857143,66.64285714,56.92857143,340.2857143,253.9285714,160.8571429,155.8571429,3868,13638,0.0011325,1,872,883,5.557321429,31.24054167,0.700909091,16.70853147,3,3,2
2685,E01002822,,,61.66666667,78,63,81.33333333,226,116.6666667,7.2,40,3.8,144.6666667,96.33333333,1173.333333,664,183.6666667,160.3333333,196.6666667,61.66666667,78,63,81.33333333,226,116.6666667,7.2,40,3.8,144.6666667,96.33333333,1173.333333,664,183.6666667,160.3333333,5112,13776,0.001385,1,720,722,5.557321429,31.24054167,0.700909091,16.70853147,1,3,3
1596,E01001675,,,61.2,82.8,55,79.6,258,100.2,4.16,45.6,1.7,80.4,60.6,709.6,486.8,109.4,66.2,91.2,61.2,82.8,55,79.6,258,100.2,4.16,45.6,1.7,80.4,60.6,709.6,486.8,109.4,66.2,3421,12387,0.046131,1,630,631,5.559166667,31.13266013,2.323518519,14.44939394,0,2,0
1798,E01001894,,,75.92307692,79,77.69230769,82.07692308,154,123.6923077,1.538461538,27.07692308,1.269230769,48.61538462,47.07692308,251.3846154,205.2307692,106.7692308,103.4615385,60.61538462,75.92307692,79,77.69230769,82.07692308,154,123.6923077,1.538461538,27.07692308,1.269230769,48.61538462,47.07692308,251.3846154,205.2307692,106.7692308,103.4615385,2994,10176,0.0170543,1,660,661,5.567142857,32.28294118,1.745555556,15.60111111,3,1,2
2011,E01002115,,,62.25,80.5,56.75,76.5,260.75,129.5,4.175,45.75,2.125,85,62.25,677.5,555,146.75,78,92.5,62.25,80.5,56.75,76.5,260.75,129.5,4.175,45.75,2.125,85,62.25,677.5,555,146.75,78,3959,19476,0.0019084,1,721,723,5.584285714,30.47705882,3.4525,14.89444444,1,1,3
1785,E01001881,,,67.05555556,72.27777778,63.05555556,69.33333333,262.6111111,218.5,2.361111111,44.88888889,1.872222222,50.55555556,43.61111111,358.2777778,282.6666667,144.4444444,138.9444444,54.61111111,67.05555556,72.27777778,63.05555556,69.33333333,262.6111111,218.5,2.361111111,44.88888889,1.872222222,50.55555556,43.61111111,358.2777778,282.6666667,144.4444444,138.9444444,3721,13277,0.1392405,1,680,681,5.601607143,32.65817949,1.758919192,15.58326389,3,3,2
976,E01001020,,,61.83333333,88.16666667,57,86.33333333,270.6666667,70.66666667,3.933333333,47,1.183333333,84.83333333,58.16666667,684.1666667,471.6666667,117.5,69.33333333,85.16666667,61.83333333,88.16666667,57,86.33333333,270.6666667,70.66666667,3.933333333,47,1.183333333,84.83333333,58.16666667,684.1666667,471.6666667,117.5,69.33333333,4101,17234,0.0155521,1,681,682,5.624285714,26.35714286,0.856666667,12.11,2,0,1
3658,E01003846,,,56.16666667,75.83333333,45.16666667,66.5,239.1666667,122.6666667,9.083333333,46.5,4.733333333,158.6666667,97.33333333,1428.833333,930.1666667,149.6666667,94,189.6666667,56.16666667,75.83333333,45.16666667,66.5,239.1666667,122.6666667,9.083333333,46.5,4.733333333,158.6666667,97.33333333,1428.833333,930.1666667,149.6666667,94,5314,23605,0.0015576,1,631,642,5.632222222,31.5325,1.6125,15.19571429,1,3,3
2178,E01002288,,,60.33333333,83.33333333,54.33333333,80.33333333,263.6666667,95.33333333,4.633333333,46.66666667,1.733333333,97.33333333,67,706.6666667,484,195,73.66666667,101.3333333,60.33333333,83.33333333,54.33333333,80.33333333,263.6666667,95.33333333,4.633333333,46.66666667,1.733333333,97.33333333,67,706.6666667,484,195,73.66666667,3832,13735,0.15197,1,522,524,5.636619048,27.00236739,1.507350427,13.24372755,0,2,0
2984,E01003133,,,61.85714286,77.57142857,57.85714286,78.14285714,251.5714286,129.4285714,4.171428571,44.42857143,2.057142857,80.85714286,61.28571429,745,415.5714286,106.5714286,94.85714286,98.42857143,61.85714286,77.57142857,57.85714286,78.14285714,251.5714286,129.4285714,4.171428571,44.42857143,2.057142857,80.85714286,61.28571429,745,415.5714286,106.5714286,94.85714286,2808,13367,0.0261845,1,692,694,5.637744108,31.80746032,2.190323232,15.11672727,2,0,1
1425,E01001487,,,57.75,78.125,55.625,77.375,285.75,133.625,3.8,49.75,1.6375,80.875,54.25,660.625,419.875,170.75,83,75.375,57.75,78.125,55.625,77.375,285.75,133.625,3.8,49.75,1.6375,80.875,54.25,660.625,419.875,170.75,83,3378,12763,0.1108033,1,633,634,5.642,30.70375,2.05125,14.37934066,0,2,0
292,E01000306,,,61,75.85714286,57.28571429,75,285.5714286,159.8571429,3.814285714,50.42857143,1.957142857,63.57142857,53.14285714,596.1428571,394.8571429,170.1428571,84.57142857,73.28571429,61,75.85714286,57.28571429,75,285.5714286,159.8571429,3.814285714,50.42857143,1.957142857,63.57142857,53.14285714,596.1428571,394.8571429,170.1428571,84.57142857,3335,15098,0.0018382,1,542,544,5.643333333,26.58076923,2.182,14.59142857,1,3,3
3207,E01003368,,,67,82.4,63,80.6,205.4,98.2,3.26,36.2,1.54,95,62.8,556.2,419.8,94.8,69.4,92.2,67,82.4,63,80.6,205.4,98.2,3.26,36.2,1.54,95,62.8,556.2,419.8,94.8,69.4,3475,14236,0.0016611,1,622,623,5.648257576,31.43,2.112916667,14.87405128,2,0,1
2196,E01002306,,,48,71,40,63,382,205,5.7,67,3.1,58,58,979,743,138,71,84,48,71,40,63,382,205,5.7,67,3.1,58,58,979,743,138,71,3469,10278,0.045388,1,600,602,5.649880952,29.60147619,2.416166667,13.69903186,0,3,0
2806,E01002949,,,76.84615385,83.30769231,78.07692308,85.46153846,132.3076923,84.15384615,1.938461538,23.38461538,1.130769231,59.23076923,55.92307692,338.6153846,253.8461538,109.8461538,89.69230769,74.69230769,76.84615385,83.30769231,78.07692308,85.46153846,132.3076923,84.15384615,1.938461538,23.38461538,1.130769231,59.23076923,55.92307692,338.6153846,253.8461538,109.8461538,89.69230769,3765,14036,0.0578035,1,502,504,5.657272727,27.16538462,1.414444444,13.9775,3,0,1
2145,E01002254,,,57.66666667,86.83333333,50.5,85,295,71.83333333,4.866666667,52.16666667,1.283333333,74.16666667,63.5,776.1666667,407,179.8333333,71.16666667,96.33333333,57.66666667,86.83333333,50.5,85,295,71.83333333,4.866666667,52.16666667,1.283333333,74.16666667,63.5,776.1666667,407,179.8333333,71.16666667,4290,18572,0.0164918,1,613,614,5.671666667,28.61647059,0.685809524,15.05679739,0,2,0
22,E01000027,,,57.83333333,78.66666667,51.66666667,74.33333333,284,123.3333333,6.433333333,50.16666667,2.883333333,121.6666667,75,1025.166667,654.3333333,169.8333333,82.83333333,129.8333333,57.83333333,78.66666667,51.66666667,74.33333333,284,123.3333333,6.433333333,50.16666667,2.883333333,121.6666667,75,1025.166667,654.3333333,169.8333333,82.83333333,3640,11879,0.0170543,1,590,591,5.68015873,28.51478388,2.752074074,13.30351852,0,2,0
2228,E01002339,,,54.5,82.5,48.25,79.75,301.75,102.75,5.6,53,1.9,105.25,66.5,945.5,530.75,164.25,76,103.5,54.5,82.5,48.25,79.75,301.75,102.75,5.6,53,1.9,105.25,66.5,945.5,530.75,164.25,76,4519,19584,0.0178862,1,534,536,5.683666667,27.12120833,1.884444444,13.46160131,0,2,0
17,E01000021,,,59.66666667,83.66666667,53.66666667,80.66666667,273.6666667,92,4.133333333,48.33333333,1.533333333,97,57.66666667,704,465.6666667,102.3333333,62,85.66666667,59.66666667,83.66666667,53.66666667,80.66666667,273.6666667,92,4.133333333,48.33333333,1.533333333,97,57.66666667,704,465.6666667,102.3333333,62,4357,12968,0.001692,1,640,641,5.683845238,31.90447917,3.098545455,15.52338393,0,2,0
2452,E01002579,,,66.66666667,71.66666667,65,71.33333333,233,188.6666667,2.466666667,41,2.033333333,55.66666667,46,431,359.3333333,92.33333333,85.33333333,57.33333333,66.66666667,71.66666667,65,71.33333333,233,188.6666667,2.466666667,41,2.033333333,55.66666667,46,431,359.3333333,92.33333333,85.33333333,4360,16909,0.0367734,1,541,543,5.684603175,32.5425,2.12037037,12.59244444,1,3,2
4355,E01004584,,,71,74.8,69.8,74.6,176.8,149.4,2.46,31,2.04,89.8,57.2,411.4,349,91.8,92,79.4,71,74.8,69.8,74.6,176.8,149.4,2.46,31,2.04,89.8,57.2,411.4,349,91.8,92,2823,8054,0.0014265,1,750,751,5.69,32.09690476,0.586909091,16.81933333,3,3,2
3261,E01003423,,,63.8,75.6,59.8,74.4,239.4,149.6,3.42,42,2.06,85.6,56.8,550.4,385,130,94.8,80,63.8,75.6,59.8,74.4,239.4,149.6,3.42,42,2.06,85.6,56.8,550.4,385,130,94.8,3401,15615,0.0624025,1,510,512,5.691888889,31.13511905,2.06875,14.92166667,2,0,1
3266,E01003428,,,72.66666667,82.66666667,66.66666667,77.33333333,189.6666667,123.6666667,2.966666667,33.33333333,1.8,87.66666667,61,432.3333333,365,128.6666667,112,92,72.66666667,82.66666667,66.66666667,77.33333333,189.6666667,123.6666667,2.966666667,33.33333333,1.8,87.66666667,61,432.3333333,365,128.6666667,112,3870,17302,0.1156069,1,520,522,5.691888889,31.13511905,2.06875,14.92166667,3,0,1
1049,E01001094,,,58.75,77.5,51.75,71.5,250,119.25,9.9,45,5.8,150,95.75,1727.75,1185.25,130,104.25,220.25,58.75,77.5,51.75,71.5,250,119.25,9.9,45,5.8,150,95.75,1727.75,1185.25,130,104.25,8214,32502,0.0573013,1,711,732,5.693,25.30071429,0.462111111,12.77421053,2,0,1
3433,E01003611,,,81.63888889,81.63888889,91.69444444,91.69444444,47.63888889,47.63888889,0.672222222,9.194444444,0.672222222,51.91666667,51.91666667,203.6388889,203.6388889,95.08333333,95.08333333,73.16666667,81.63888889,81.63888889,91.69444444,91.69444444,47.63888889,47.63888889,0.672222222,9.194444444,0.672222222,51.91666667,51.91666667,203.6388889,203.6388889,95.08333333,95.08333333,3028,8507,0.1920615,1,582,593,5.696555556,29.88121429,1.454423077,13.88532143,3,2,2
3355,E01003527,,,66,82.33333333,61.33333333,80,216.3333333,103.8333333,3.35,38.33333333,1.5,80,60.16666667,561.6666667,417.5,110,73.5,91.33333333,66,82.33333333,61.33333333,80,216.3333333,103.8333333,3.35,38.33333333,1.5,80,60.16666667,561.6666667,417.5,110,73.5,3650,13627,0.0017825,1,553,564,5.715694444,29.83621528,0.049020833,14.4920614,0,2,0
344,E01000359,,,53.5,83.5,49,80.5,332.5,94.5,5,58.5,1.7,92,68,812.5,483,162.5,66.5,95.5,53.5,83.5,49,80.5,332.5,94.5,5,58.5,1.7,92,68,812.5,483,162.5,66.5,3960,16880,0.0020243,1,681,692,5.720619048,33.65952381,0.944769231,14.79622222,0,2,0
1823,E01001919,,,67.5,75.5,64,74.75,233.75,165.25,2.825,41,1.9,79.5,52,426.75,287.5,133,123.25,73.25,67.5,75.5,64,74.75,233.75,165.25,2.825,41,1.9,79.5,52,426.75,287.5,133,123.25,4713,18524,0.0439239,1,791,792,5.723333333,31.96176471,2.31,15.94714286,3,3,2
1664,E01001749,,,69.5,76.375,73.75,80.75,203,143.875,2.1625,35.5,1.55,61,46.375,398,284.25,108.125,99.5,61,69.5,76.375,73.75,80.75,203,143.875,2.1625,35.5,1.55,61,46.375,398,284.25,108.125,99.5,3731,12174,0.0365854,1,812,814,5.724,32.478125,2.736666667,15.346,3,3,2
2932,E01003079,,,62.875,78.75,60.5,79.125,251.125,125.625,3.4,44.5,1.5375,84,51.75,555.75,343.875,129.25,81.625,74.125,62.875,78.75,60.5,79.125,251.125,125.625,3.4,44.5,1.5375,84,51.75,555.75,343.875,129.25,81.625,2813,11257,0.0525624,1,530,532,5.728791919,31.6247619,2.227732401,15.08450303,2,0,1
3668,E01003857,,,64.83333333,78.33333333,60.33333333,74,258.4166667,150.6666667,3.366666667,45,1.933333333,70.16666667,62.5,554.0833333,371,138.8333333,93.41666667,79.83333333,64.83333333,78.33333333,60.33333333,74,258.4166667,150.6666667,3.366666667,45,1.933333333,70.16666667,62.5,554.0833333,371,138.8333333,93.41666667,3464,13572,0.0137157,1,771,773,5.734444444,34.00857143,1.888888889,14.38428571,1,1,3
4520,E01004762,,,65.1,76.6,59,73,245.8,157.9,6.58,42.5,3.95,107.3,89.3,1111,678.3,150.1,132.8,172,65.1,76.6,59,73,245.8,157.9,6.58,42.5,3.95,107.3,89.3,1111,678.3,150.1,132.8,6722,13437,0.0515198,1,1140,1151,5.737142857,30.289375,0.630833333,16.60356863,3,3,2
3295,E01003458,,,64.88888889,77.77777778,62.55555556,75.44444444,253.2222222,160,3.022222222,44.11111111,1.822222222,65.55555556,54.11111111,515.6666667,297.1111111,133.5555556,107.3333333,72.11111111,64.88888889,77.77777778,62.55555556,75.44444444,253.2222222,160,3.022222222,44.11111111,1.822222222,65.55555556,54.11111111,515.6666667,297.1111111,133.5555556,107.3333333,3321,13019,0.0280505,1,611,613,5.747333333,31.02884615,2.395833333,15.22505556,2,0,1
3512,E01003697,,,53,80,45,76,315,118,5,56,1.9,89,61,786,523,192,73,91,53,80,45,76,315,118,5,56,1.9,89,61,786,523,192,73,4315,18983,0.0218688,1,571,572,5.747857143,30.630625,2.683111111,14.95083333,0,2,0
4222,E01004448,,,63.66666667,80.66666667,59.83333333,76.16666667,274,166.5,2.916666667,47.5,1.566666667,55.5,50,505,274.6666667,124.6666667,94.16666667,63.33333333,63.66666667,80.66666667,59.83333333,76.16666667,274,166.5,2.916666667,47.5,1.566666667,55.5,50,505,274.6666667,124.6666667,94.16666667,3279,11009,0.0025907,1,613,615,5.752,31.15119048,2.9575,14.11083333,0,2,0
962,E01001006,,,69.75,83,69.75,84.75,209,101,2.125,36.75,0.925,63.25,43.25,366.75,267.5,86.25,69,56.25,69.75,83,69.75,84.75,209,101,2.125,36.75,0.925,63.25,43.25,366.75,267.5,86.25,69,2855,9916,0.0016051,1,522,533,5.771666667,31.77692308,2.1975,14.58393939,2,0,1
2766,E01002907,,,68,77.33333333,67,80.33333333,231.3333333,142.3333333,2.166666667,40.33333333,1.3,52.66666667,39.66666667,388,237.6666667,83,80.33333333,52,68,77.33333333,67,80.33333333,231.3333333,142.3333333,2.166666667,40.33333333,1.3,52.66666667,39.66666667,388,237.6666667,83,80.33333333,2472,8279,0.0338983,1,801,803,5.771746032,31.33380952,1.251545455,16.27578947,1,3,2
2763,E01002904,,,62.5,81.5,61,83.5,250.5,101.5,2.9,44,1.15,85.5,47.5,478,302,140.5,79.5,64,62.5,81.5,61,83.5,250.5,101.5,2.9,44,1.15,85.5,47.5,478,302,140.5,79.5,2720,8048,0,1,782,784,5.771746032,31.33380952,1.251545455,16.27578947,1,1,3
4284,E01004511,,,56.5,75.625,50.875,72.125,282.75,149.375,4.7875,51,2.3375,89.75,63.75,780.25,469.125,171.125,106.25,100.125,56.5,75.625,50.875,72.125,282.75,149.375,4.7875,51,2.3375,89.75,63.75,780.25,469.125,171.125,106.25,3402,14682,0.0442225,1,750,752,5.778,32.87769231,2.236666667,15.02777778,2,3,1
1560,E01001635,,,61.66666667,79.83333333,56.33333333,76.16666667,253.3333333,122.6666667,3.816666667,46.83333333,1.816666667,71.16666667,54,639.1666667,472.6666667,107,67,77.5,61.66666667,79.83333333,56.33333333,76.16666667,253.3333333,122.6666667,3.816666667,46.83333333,1.816666667,71.16666667,54,639.1666667,472.6666667,107,67,3021,12481,0.0015576,1,544,545,5.785777778,31.59549314,2.129311111,14.65118182,0,2,0
462,E01000482,,,59.5,75,55.5,76.5,316.5,165.5,3.05,55.5,1.6,59,43,556,287,83,84,54.5,59.5,75,55.5,76.5,316.5,165.5,3.05,55.5,1.6,59,43,556,287,83,84,3579,11058,0.5932873,1,493,494,5.7865,27.83630357,1.310509259,14.38545207,1,3,3
2654,E01002791,,,63.66666667,79.66666667,59,79.66666667,235.3333333,116,3.8,41.66666667,1.766666667,89.66666667,58.66666667,561.3333333,361.3333333,188.6666667,89,88.66666667,63.66666667,79.66666667,59,79.66666667,235.3333333,116,3.8,41.66666667,1.766666667,89.66666667,58.66666667,561.3333333,361.3333333,188.6666667,89,2988,12002,0.0025575,1,770,801,5.790444444,33.23240196,3.105833333,15.25969697,0,2,0
1797,E01001893,,,83.22222222,84.14814815,90.7037037,92,57.7037037,49.66666667,0.755555556,10.7037037,0.662962963,55.2962963,52.85185185,182.8148148,166.6296296,80.22222222,80.33333333,75.85185185,83.22222222,84.14814815,90.7037037,92,57.7037037,49.66666667,0.755555556,10.7037037,0.662962963,55.2962963,52.85185185,182.8148148,166.6296296,80.22222222,80.33333333,2527,9985,0,1,671,673,5.794285714,32.04827451,2.431111111,15.54611111,3,1,2
2226,E01002337,,,44,78,34,71,343,126,14,61,5.1,143,106,2382,1077,189,85,227,44,78,34,71,343,126,14,61,5.1,143,106,2382,1077,189,85,5552,26284,0.0861486,1,641,642,5.798,27.14733333,1.887777778,13.42111111,0,2,0
4373,E01004602,,,62.33333333,75.55555556,59,75.55555556,260.7777778,150.7777778,4.611111111,45.77777778,2.455555556,78.11111111,56.66666667,828.7777778,476.4444444,89.22222222,79.22222222,93.11111111,62.33333333,75.55555556,59,75.55555556,260.7777778,150.7777778,4.611111111,45.77777778,2.455555556,78.11111111,56.66666667,828.7777778,476.4444444,89.22222222,79.22222222,3753,14452,0.0546448,1,801,802,5.799,32.82509615,2.19,15.12488889,2,3,1
211,E01000223,,,77,79,80,82,154,134,1.3,27,1.1,53,37,229,207,74,74,47,77,79,80,82,154,134,1.3,27,1.1,53,37,229,207,74,74,2534,12232,0.0020367,1,522,524,5.8,28.33923077,2.338,15.25461538,3,1,2
1154,E01001205,,,61.33333333,74.66666667,59,76,265.6666667,155.6666667,2.866666667,46.66666667,1.7,81.66666667,46.33333333,513.3333333,304.6666667,98.66666667,93,61.66666667,61.33333333,74.66666667,59,76,265.6666667,155.6666667,2.866666667,46.66666667,1.7,81.66666667,46.33333333,513.3333333,304.6666667,98.66666667,93,3814,12381,0,1,624,626,5.8,30.34875,1.5675,15.85769231,1,3,3
3019,E01003168,,,65.5,75.5,67.5,77.5,219,148.5,2.5,38,1.55,72.5,55,289.5,296.5,307,199,72,65.5,75.5,67.5,77.5,219,148.5,2.5,38,1.55,72.5,55,289.5,296.5,307,199,3112,10508,0.030303,1,691,702,5.81,32.43666667,2.443333333,15.24090909,2,3,2
1080,E01001126,,,61.6,81.8,55,76.2,297.2,141.4,4.18,51.2,1.98,79,60.8,656,457,164.4,85.6,92.6,61.6,81.8,55,76.2,297.2,141.4,4.18,51.2,1.98,79,60.8,656,457,164.4,85.6,4131,15056,0.0032,1,493,494,5.826969697,31.6677094,0.856257003,14.3617619,2,0,1
217,E01000230,,,61.8,82.4,56,79.6,254.2,108,4.82,44.8,2.04,112.2,71.4,781.2,501.6,145.8,77,107.4,61.8,82.4,56,79.6,254.2,108,4.82,44.8,2.04,112.2,71.4,781.2,501.6,145.8,77,4562,19577,0.0578035,1,613,615,5.836666667,31.424375,3.375625,15.20730519,1,1,3
4308,E01004535,,,72.2,79,75.8,83.2,227.8,170.2,2.16,39.6,1.64,47.6,42.8,319.4,222.4,125.2,105.2,55.6,72.2,79,75.8,83.2,227.8,170.2,2.16,39.6,1.64,47.6,42.8,319.4,222.4,125.2,105.2,2249,6885,0.065703,1,561,572,5.838571429,32.58714286,2.314444444,15.94714286,3,0,2
3327,E01003492,,,61.85714286,80,56.85714286,78.14285714,244.1428571,113,3.657142857,42.85714286,1.728571429,71.14285714,58.28571429,645.2857143,403.7142857,101.7142857,80.14285714,83.28571429,61.85714286,80,56.85714286,78.14285714,244.1428571,113,3.657142857,42.85714286,1.728571429,71.14285714,58.28571429,645.2857143,403.7142857,101.7142857,80.14285714,3448,13618,0.0198556,1,451,462,5.846481481,30.52092593,-0.073972222,14.47865497,0,2,0
2441,E01002568,,,75.66666667,78.83333333,73.5,78.16666667,240.3333333,213.6666667,2.633333333,41.66666667,2.216666667,55.16666667,49.83333333,303.5,237,156,147.1666667,65.33333333,75.66666667,78.83333333,73.5,78.16666667,240.3333333,213.6666667,2.633333333,41.66666667,2.216666667,55.16666667,49.83333333,303.5,237,156,147.1666667,2607,10095,0.5629349,1,662,663,5.84712963,31.88206349,2.241666667,15.13648148,3,1,2
429,E01000449,,,54.66666667,80.33333333,45.66666667,71.66666667,348.6666667,146,5.8,61,2.5,94.33333333,66,946.6666667,541.3333333,177,83,95.66666667,54.66666667,80.33333333,45.66666667,71.66666667,348.6666667,146,5.8,61,2.5,94.33333333,66,946.6666667,541.3333333,177,83,4656,19170,0.0161527,1,521,523,5.856666667,33.84,2.181111111,15.4,2,0,0
3210,E01003371,,,73.8,79.2,74.8,81.4,166.6,125,1.88,29.2,1.26,42.8,42.8,329.2,261.8,82.4,74.6,57.2,73.8,79.2,74.8,81.4,166.6,125,1.88,29.2,1.26,42.8,42.8,329.2,261.8,82.4,74.6,3315,13741,0.0613497,1,790,792,5.859378788,30.75269231,1.847083333,15.01730342,3,0,2
1965,E01002067,,,72.66666667,81.16666667,73.83333333,82.83333333,175.8333333,108.8333333,1.933333333,31,1.166666667,54.16666667,45.83333333,340.6666667,275.6666667,82.66666667,66.33333333,60,72.66666667,81.16666667,73.83333333,82.83333333,175.8333333,108.8333333,1.933333333,31,1.166666667,54.16666667,45.83333333,340.6666667,275.6666667,82.66666667,66.33333333,2826,10677,0.0272374,1,471,473,5.86,30.64620879,2.721388889,14.89333333,3,2,2
3209,E01003370,,,77.07142857,83.5,76.14285714,83.5,131.7857143,87.78571429,2.142857143,23.07142857,1.342857143,68.5,62.71428571,402.3571429,316.4285714,95.14285714,87,86.85714286,77.07142857,83.5,76.14285714,83.5,131.7857143,87.78571429,2.142857143,23.07142857,1.342857143,68.5,62.71428571,402.3571429,316.4285714,95.14285714,87,2693,10466,0.1248581,1,600,602,5.863060606,30.50358974,1.821666667,15.03396011,3,0,2
1345,E01001403,,,55.5,86,48.5,83.5,305,76,4.6,54,1.25,83.5,59.5,704,387.5,200,77.5,87.5,55.5,86,48.5,83.5,305,76,4.6,54,1.25,83.5,59.5,704,387.5,200,77.5,4308,17243,0.0015337,1,521,522,5.868666667,32.02428571,2.552619048,14.22439683,0,2,0
293,E01000307,,,54.5,80,47.5,76.5,331.5,133,4.55,58.5,1.85,82,56.5,793.5,517.5,97,65.5,77,54.5,80,47.5,76.5,331.5,133,4.55,58.5,1.85,82,56.5,793.5,517.5,97,65.5,3573,14756,0.0018116,1,551,552,5.873333333,27.75769231,2.518888889,15.07769231,1,1,3
573,E01000603,,,64.25,78.5,56.75,66.75,303,234,3.1125,51.75,2.25,64.75,52.5,484.125,296.375,158.5,117.375,64.25,64.25,78.5,56.75,66.75,303,234,3.1125,51.75,2.25,64.75,52.5,484.125,296.375,158.5,117.375,4660,11402,0.0016367,1,461,462,5.874,30.98285714,1.676666667,15.34857143,1,1,3
1671,E01001756,,,63.75,79.5,59.625,80,244,117.75,3.4,43,1.6375,79.25,58.75,577.625,322.625,105,89.125,87.25,63.75,79.5,59.625,80,244,117.75,3.4,43,1.6375,79.25,58.75,577.625,322.625,105,89.125,3441,11609,0.1584158,1,582,584,5.874916667,32.5675,2.736111111,15.32577273,0,2,0
71,E01000079,,,70.5,82.5,71,84.75,205.5,106.5,1.925,35.75,0.825,63.25,40,341.25,259,82.25,64,53,70.5,82.5,71,84.75,205.5,106.5,1.925,35.75,0.825,63.25,40,341.25,259,82.25,64,3359,11292,0.001692,1,601,603,5.8809,32.15121242,2.185393939,14.98404715,0,2,0
2737,E01002877,,,45.5,71,36,62,317,161,10.3,56,5.2,143,95,1764.5,1060.5,142.5,119,184.5,45.5,71,36,62,317,161,10.3,56,5.2,143,95,1764.5,1060.5,142.5,119,3042,10741,0.0461539,1,702,704,5.883333333,32.98714286,0.120909091,16.35444444,1,3,3
3891,E01004098,,,50.25,79.25,44.25,71.5,331.5,151.5,5.625,58.75,2.5,97.75,71.75,1014,517.75,155.5,94,104,50.25,79.25,44.25,71.5,331.5,151.5,5.625,58.75,2.5,97.75,71.75,1014,517.75,155.5,94,4620,19558,0.0188324,1,480,482,5.883333333,31.94818182,1.187777778,14.30066667,2,0,1
316,E01000331,,,52.5,81,50,78,320.5,116.5,4.25,56,1.65,97.5,54,708,493.5,216,68.5,77,52.5,81,50,78,320.5,116.5,4.25,56,1.65,97.5,54,708,493.5,216,68.5,3632,12532,0,1,791,802,5.885,32.34866667,2.396,15.11266667,0,2,0
