field_1,LSOA,field_3,field_4,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,JunCURRENT_ENERGY_EFFICIENCY,JunPOTENTIAL_ENERGY_EFFICIENCY,JunENVIRONMENT_IMPACT_CURRENT,JunENVIRONMENT_IMPACT_POTENTIAL,JunENERGY_CONSUMPTION_CURRENT,JunENERGY_CONSUMPTION_POTENTIAL,JunCO2_EMISSIONS_CURRENT,JunCO2_EMISS_CURR_PER_FLOOR_AREA,JunCO2_EMISSIONS_POTENTIAL,JunLIGHTING_COST_CURRENT,JunLIGHTING_COST_POTENTIAL,JunHEATING_COST_CURRENT,JunHEATING_COST_POTENTIAL,JunHOT_WATER_COST_CURRENT,JunHOT_WATER_COST_POTENTIAL,TLSOA_ElecMean,TLSOA_GasMean,TLSOA_PrcnPost2000,TAgePost2000,TAgePre2000,TTotalBldngs,TDay_Jan18,TDay_Jun18,TNit_Jan18,TNit_Jun18,TEfficiency,TPotential_Efficiency,TEfficiencyDiff
439,E01000459,,,62.5,75.25,60,71.5,289.5,205.5,4.125,50,2.525,67.25,51.5,750.5,485,150.25,90.5,79.5,62.5,75.25,60,71.5,289.5,205.5,4.125,50,2.525,67.25,51.5,750.5,485,150.25,90.5,3672,15689,0.0794552,0,522,522,5.193214286,31.58172161,1.753686869,13.67407407,2,0,1
2663,E01002800,,,59.5,77.5,53.5,75.5,263,134.5,4.6,46.5,2.25,67,67,781,456,128.5,102.5,95,59.5,77.5,53.5,75.5,263,134.5,4.6,46.5,2.25,67,67,781,456,128.5,102.5,2406,10173,0.5394958,0,742,743,5.240793651,33.14208333,2.368222222,16.35675991,0,3,0
3367,E01003540,,,69.66666667,76.66666667,66.66666667,76.33333333,188.6666667,135,2.733333333,33,1.966666667,60,60,469.6666667,327,99.33333333,96,82,69.66666667,76.66666667,66.66666667,76.33333333,188.6666667,135,2.733333333,33,1.966666667,60,60,469.6666667,327,99.33333333,96,3232,11376,0.0033113,0,572,572,5.241111111,28.46333333,-0.334,14.32894737,3,2,2
3259,E01003421,,,55.66666667,75,51.33333333,74,323.3333333,154.6666667,4.133333333,57,2.066666667,69.66666667,48.33333333,663.3333333,425.6666667,166.6666667,81.66666667,72,55.66666667,75,51.33333333,74,323.3333333,154.6666667,4.133333333,57,2.066666667,69.66666667,48.33333333,663.3333333,425.6666667,166.6666667,81.66666667,3289,12702,0.0031153,0,540,540,5.242638889,29.95407051,1.43,13.93290149,2,0,1
3529,E01003714,,,60,78.5,52.5,73.5,269.5,132.5,4.35,47.5,2.3,68,68,769.5,591.5,100,67.5,92.5,60,78.5,52.5,73.5,269.5,132.5,4.35,47.5,2.3,68,68,769.5,591.5,100,67.5,3403,14710,0.0162963,0,511,512,5.246,31.17091912,3.407,14.60568182,0,2,0
3009,E01003158,,,62.625,75.125,58.25,74.5,244,146.625,3.4125,43,2.0375,84.875,59,570.25,342.625,111.75,100.25,79.25,62.625,75.125,58.25,74.5,244,146.625,3.4125,43,2.0375,84.875,59,570.25,342.625,111.75,100.25,2685,12061,0.0252845,0,531,541,5.248,29.01428571,2.522,15.08714286,2,3,1
2805,E01002948,,,57.16666667,83.16666667,50.33333333,77.5,324.8333333,123.6666667,4.533333333,56.5,1.65,90.16666667,57,702.5,467.8333333,157.8333333,88,80.66666667,57.16666667,83.16666667,50.33333333,77.5,324.8333333,123.6666667,4.533333333,56.5,1.65,90.16666667,57,702.5,467.8333333,157.8333333,88,4034,13025,0.1585366,0,531,532,5.275232323,27.14779406,1.276209877,12.97638889,2,0,1
1012,E01001056,,,69.5,77,66.5,75,199.5,143,2.95,35.5,2.1,69,56.5,502,451.5,105.5,90.5,82,69.5,77,66.5,75,199.5,143,2.95,35.5,2.1,69,56.5,502,451.5,105.5,90.5,3459,11097,0.0327869,0,470,470,5.279090909,29.55615385,0.093157895,14.64263158,2,0,1
49,E01000057,,,68.5,83,66.25,82.5,205.5,93.75,2.7,36.25,1.35,102.5,59.5,443.75,322,100,84.75,81,68.5,83,66.25,82.5,205.5,93.75,2.7,36.25,1.35,102.5,59.5,443.75,322,100,84.75,3252,10689,0.1048951,0,650,650,5.280833333,30.31949891,1.513434343,14.67242424,0,2,0
4021,E01004234,,,72.4,79.8,70.4,80.2,170,113.8,2.46,30,1.56,65.6,60.8,403.8,286.8,109.8,100.2,82.8,72.4,79.8,70.4,80.2,170,113.8,2.46,30,1.56,65.6,60.8,403.8,286.8,109.8,100.2,3361,11517,0.0224215,0,471,471,5.285,33.15375,1.165,14.268,3,2,2
410,E01000427,,,67,77,61.66666667,74.66666667,198,129,7.1,36.66666667,4.1,123,90.66666667,1116.333333,708,107.6666667,100.6666667,165.6666667,67,77,61.66666667,74.66666667,198,129,7.1,36.66666667,4.1,123,90.66666667,1116.333333,708,107.6666667,100.6666667,3794,12801,0.0325733,0,751,752,5.3025,31.76571429,1.168333333,13.49,2,0,1
1233,E01001287,,,64,64,60,60,250,250,3.1,44,3.1,52,52,539,539,100,100,70,64,64,60,60,250,250,3.1,44,3.1,52,52,539,539,100,100,3054,12164,0.0410156,0,651,652,5.304,29.8125,2.32,15.28857143,1,3,2
1826,E01001922,,,52,77,45.75,72.25,351,153,6.525,62.75,3.175,130,75.75,1095.75,646.25,151.5,109.25,151,52,77,45.75,72.25,351,153,6.525,62.75,3.175,130,75.75,1095.75,646.25,151.5,109.25,5279,18105,0.0146628,0,742,743,5.322861111,32.79704762,1.963666667,15.51479167,2,3,3
4396,E01004626,,,70,86.625,68,81.375,206.25,99,2.6875,35.5,1.5125,67.5,62.25,446.75,378.125,151.375,73.5,94.5,70,86.625,68,81.375,206.25,99,2.6875,35.5,1.5125,67.5,62.25,446.75,378.125,151.375,73.5,4143,15748,0.1090175,0,761,791,5.325166667,28.55535714,0.731319444,14.75140523,3,0,1
68,E01000076,,,63.66666667,83.33333333,59.5,81.33333333,249.3333333,97.33333333,2.983333333,43.83333333,1.216666667,64.33333333,50.66666667,521.6666667,376,93.16666667,67,68.16666667,63.66666667,83.33333333,59.5,81.33333333,249.3333333,97.33333333,2.983333333,43.83333333,1.216666667,64.33333333,50.66666667,521.6666667,376,93.16666667,67,3302,10967,0.0283401,0,682,682,5.33,30.85777778,1.503333333,14.65363636,0,2,0
2085,E01002191,,,67.75,84.75,63.25,82,204.75,86.25,4.025,36,1.825,104.25,75.75,622.75,502.25,158.5,76.5,111,67.75,84.75,63.25,82,204.75,86.25,4.025,36,1.825,104.25,75.75,622.75,502.25,158.5,76.5,4014,18895,0.2009202,0,412,412,5.344285714,30.54777778,1.2,14.79142857,1,1,3
2807,E01002950,,,69.16666667,80.5,67.33333333,80,210.6666667,121.3333333,2.466666667,37.16666667,1.4,66.16666667,51,410.5,336.8333333,104.1666667,82.83333333,66.33333333,69.16666667,80.5,67.33333333,80,210.6666667,121.3333333,2.466666667,37.16666667,1.4,66.16666667,51,410.5,336.8333333,104.1666667,82.83333333,3714,11707,0.0150068,0,501,501,5.349818182,26.71571429,1.314444444,13.08666667,2,0,1
441,E01000461,,,54.2,77,46.6,71,295.6,140.4,5.66,52.2,2.8,125.2,71.4,935.8,679,155.6,80.6,110.8,54.2,77,46.6,71,295.6,140.4,5.66,52.2,2.8,125.2,71.4,935.8,679,155.6,80.6,4368,19813,0.0017391,0,621,621,5.35,32.70230769,2.31,14.24,2,0,1
947,E01000991,,,62,83,54,79,239,97,4.9,42,2,130,73,836,546,100,68,117,62,83,54,79,239,97,4.9,42,2,130,73,836,546,100,68,4379,17641,0.0578035,0,531,532,5.356769231,33.186,1.272666667,15.18449213,2,0,1
451,E01000471,,,62,88.5,56,88,271,57.5,3.3,48,0.7,53,53,586,322.5,92.5,56.5,69,62,88.5,56,88,271,57.5,3.3,48,0.7,53,53,586,322.5,92.5,56.5,3332,14943,0.004065,0,740,740,5.357619048,30.39945055,2.489642857,15.99846154,1,1,3
1020,E01001064,,,70.5,81,65,77,177.5,98,9.5,31.5,6.85,128.5,128.5,1629.5,1397.5,117,103,317.5,70.5,81,65,77,177.5,98,9.5,31.5,6.85,128.5,128.5,1629.5,1397.5,117,103,5275,21058,0.017134,0,672,682,5.360652681,33.18142857,0.843972689,14.58665263,2,0,1
3041,E01003191,,,61.22222222,75.66666667,58.44444444,74.11111111,300.1111111,187.5555556,2.755555556,52.33333333,1.644444444,53,42.22222222,505.1111111,276.7777778,97.88888889,84.66666667,53.11111111,61.22222222,75.66666667,58.44444444,74.11111111,300.1111111,187.5555556,2.755555556,52.33333333,1.644444444,53,42.22222222,505.1111111,276.7777778,97.88888889,84.66666667,2961,9970,0.0693481,0,661,681,5.374727273,30.18210784,0.193137255,14.58988889,2,0,1
4491,E01004731,,,77.9,83.775,80.65,87.45,143.225,80.9,1.8375,24.85,1.14,67.375,60.65,339,223.25,106.95,90.05,93.575,77.9,83.775,80.65,87.45,143.225,80.9,1.8375,24.85,1.14,67.375,60.65,339,223.25,106.95,90.05,5122,11392,0.3007519,0,661,662,5.37672619,29.82155637,0.898312729,16.62468355,3,1,2
1234,E01001288,,,69.91666667,79.58333333,68.75,79.91666667,208.75,125.25,2.241666667,37.5,1.4,47,45.41666667,395.0833333,326.8333333,84.16666667,72.83333333,59.41666667,69.91666667,79.58333333,68.75,79.91666667,208.75,125.25,2.241666667,37.5,1.4,47,45.41666667,395.0833333,326.8333333,84.16666667,72.83333333,3626,15143,0.0019011,0,630,631,5.39837037,29.7125,1.651666667,15.26952381,1,1,3
3533,E01003719,,,65,76.5,61,75.5,266,174,3.3,46.5,1.7,53,53,589,402.5,88.5,71.5,83.5,65,76.5,61,75.5,266,174,3.3,46.5,1.7,53,53,589,402.5,88.5,71.5,3982,15478,0.0764618,0,492,492,5.432933333,31.64061765,3.381636364,15.11545606,0,2,0
3337,E01003503,,,69.75,75,68,74.25,202,163,2.3,35.75,1.725,59,49.25,372.25,347.5,119.25,87.5,65,69.75,75,68,74.25,202,163,2.3,35.75,1.725,59,49.25,372.25,347.5,119.25,87.5,2795,9180,0.412595,0,621,622,5.438809524,28.83943382,0.869520833,15.47662955,3,3,2
503,E01000525,,,63.33333333,73.83333333,59,73.5,257.6666667,164.6666667,3.166666667,45.16666667,2.1,64.66666667,51.16666667,558.6666667,367.5,90.83333333,88.66666667,69.33333333,63.33333333,73.83333333,59,73.5,257.6666667,164.6666667,3.166666667,45.16666667,2.1,64.66666667,51.16666667,558.6666667,367.5,90.83333333,88.66666667,3197,11279,0.0264484,0,511,512,5.47775,31.18445055,2.372390873,16.08360931,1,3,2
3317,E01003481,,,73,87,72,86,163,62,2.2,29,0.9,72,54,371,344,90,60,77,73,87,72,86,163,62,2.2,29,0.9,72,54,371,344,90,60,3516,9230,0,0,493,494,5.486,28.89688393,0.792266511,14.32044048,3,2,0
2987,E01003136,,,62.28571429,76.42857143,60.42857143,77.42857143,290.5714286,161.8571429,3.242857143,51.57142857,1.685714286,67,46.85714286,554,340.5714286,104.4285714,94.71428571,67.14285714,62.28571429,76.42857143,60.42857143,77.42857143,290.5714286,161.8571429,3.242857143,51.57142857,1.685714286,67,46.85714286,554,340.5714286,104.4285714,94.71428571,2695,11630,0.1212485,0,591,592,5.486296296,30.81190476,2.602121212,14.83194444,2,0,1
1957,E01002059,,,66.25,77.25,59,72.5,222.5,141.75,5.25,39,3.275,101.5,76.25,870.75,625.5,102.5,103,133.25,66.25,77.25,59,72.5,222.5,141.75,5.25,39,3.275,101.5,76.25,870.75,625.5,102.5,103,3498,13860,0.0027586,0,630,630,5.493833333,31.44392857,2.45625,15.26295455,3,3,2
360,E01000375,,,65.5,80,61,79.5,239,125.5,3.25,42,1.55,64,52,604,384,82,65,77.5,65.5,80,61,79.5,239,125.5,3.25,42,1.55,64,52,604,384,82,65,3277,11009,0.2151899,0,532,532,5.512222222,31.8425,2.286,14.95428571,0,2,0
362,E01000377,,,72.5,83,73.5,84.5,192.5,98,1.7,34,0.9,41.5,41.5,283,260.5,105,72.5,51,72.5,83,73.5,84.5,192.5,98,1.7,34,0.9,41.5,41.5,283,260.5,105,72.5,3392,12078,0.0015083,0,600,610,5.518460317,31.50767451,1.6072,14.67891429,3,2,0
453,E01000473,,,56.88888889,71.51851852,52.37037037,70,347.4074074,205.8888889,3.603703704,60.55555556,2.240740741,65.44444444,49.55555556,633.2592593,382.7777778,114.3333333,100.5185185,65.88888889,56.88888889,71.51851852,52.37037037,70,347.4074074,205.8888889,3.603703704,60.55555556,2.240740741,65.44444444,49.55555556,633.2592593,382.7777778,114.3333333,100.5185185,3260,14637,0.3703704,0,630,630,5.52397619,30.49392857,2.440625,15.96323193,1,3,3
3025,E01003174,,,56,65,51,62,346,264,3.1,61,2.3,47,47,567,428,79,79,50,56,65,51,62,346,264,3.1,61,2.3,47,47,567,428,79,79,2643,9869,0.0475624,0,861,862,5.527777778,31.60714286,1.714,15.432,2,3,2
3429,E01003606,,,63,78.66666667,58.66666667,79.33333333,268.3333333,129,3.333333333,47.33333333,1.6,59.33333333,59.33333333,585.6666667,329.3333333,100.6666667,89.33333333,79.66666667,63,78.66666667,58.66666667,79.33333333,268.3333333,129,3.333333333,47.33333333,1.6,59.33333333,59.33333333,585.6666667,329.3333333,100.6666667,89.33333333,3327,12015,0.0691563,0,452,453,5.533928571,30.28098039,0.02725,15.27143791,0,2,0
3369,E01003542,,,74,79,74.5,81,162,120,1.85,28.5,1.4,74.5,49.5,303,229,92,93,65,74,79,74.5,81,162,120,1.85,28.5,1.4,74.5,49.5,303,229,92,93,2877,10973,0.0142653,0,441,442,5.536888889,29.40991217,0.452179487,14.55018823,3,2,2
3065,E01003216,,,57,75.5,48.25,70.75,276.25,147.75,6.175,48.75,3.075,99.75,80.75,1067.75,668.5,118.5,85,142.25,57,75.5,48.25,70.75,276.25,147.75,6.175,48.75,3.075,99.75,80.75,1067.75,668.5,118.5,85,3728,16975,0.0301205,0,770,800,5.5375,32.822,0.87125,15.27,2,0,1
558,E01000585,,,65.55555556,74.11111111,64.55555556,75.44444444,280.5555556,191.7777778,2.466666667,48.66666667,1.722222222,64.66666667,42.44444444,443.1111111,339.8888889,82.11111111,74.77777778,61.11111111,65.55555556,74.11111111,64.55555556,75.44444444,280.5555556,191.7777778,2.466666667,48.66666667,1.722222222,64.66666667,42.44444444,443.1111111,339.8888889,82.11111111,74.77777778,3254,14591,0,0,471,471,5.543333333,29.47533333,2.796666667,16.63666667,1,3,2
442,E01000462,,,60.2,75.6,55.8,73,272.4,151.2,3.98,48,2.28,85,58.8,692.6,544,117.2,78,82.8,60.2,75.6,55.8,73,272.4,151.2,3.98,48,2.28,85,58.8,692.6,544,117.2,78,3459,14438,0.1222222,0,490,491,5.5475,32.266,1.646666667,14.45266667,2,0,1
623,E01000654,,,68,84,66.5,83.5,225.5,109,3.65,37,1.7,75,75,664,537,119,63,99.5,68,84,66.5,83.5,225.5,109,3.65,37,1.7,75,75,664,537,119,63,4355,15356,0.0040323,0,631,632,5.55,24.74055556,0.706666667,12.87883041,2,0,1
3615,E01003803,,,62.75,75.75,62.25,71.25,255.75,199.75,3.05,44.25,2.15,55.5,53.5,518,304,187.5,126,72,62.75,75.75,62.25,71.25,255.75,199.75,3.05,44.25,2.15,55.5,53.5,518,304,187.5,126,3540,13482,0.0031496,0,890,891,5.55734127,32.89588725,1.923333333,15.15354167,1,3,3
176,E01000187,,,65.2,80.6,58.6,75.8,245.8,138,4.42,43,2.36,97.4,69.2,686.6,516,164.2,108.8,107.4,65.2,80.6,58.6,75.8,245.8,138,4.42,43,2.36,97.4,69.2,686.6,516,164.2,108.8,5597,22459,0.0016529,0,502,502,5.558888889,31.4375,3.375833333,15.24761905,1,1,3
3336,E01003502,,,64,80.33333333,58.33333333,78.66666667,241.6666667,111,3.333333333,42.33333333,1.633333333,64,64,559.3333333,407,116.6666667,73.66666667,80.33333333,64,80.33333333,58.33333333,78.66666667,241.6666667,111,3.333333333,42.33333333,1.633333333,64,64,559.3333333,407,116.6666667,73.66666667,3272,10383,0,0,672,673,5.564285714,29.07211765,1.646875,15.78720648,0,2,0
1557,E01001632,,,64.4,83,60.6,81.2,232.6,98.2,3.38,39.6,1.42,72.6,61.8,617.2,461.8,91.4,60.4,86.2,64.4,83,60.6,81.2,232.6,98.2,3.38,39.6,1.42,72.6,61.8,617.2,461.8,91.4,60.4,3078,13268,0.0032573,0,761,761,5.5775,30.18764706,1.881111111,14.19666667,0,2,0
3173,E01003332,,,66.5,79.83333333,62.16666667,78.5,209.8333333,113.8333333,3.75,37,1.95,79.16666667,65.33333333,644,413.6666667,107.5,93.16666667,98,66.5,79.83333333,62.16666667,78.5,209.8333333,113.8333333,3.75,37,1.95,79.16666667,65.33333333,644,413.6666667,107.5,93.16666667,2705,10864,0,0,711,731,5.596606061,33.32226496,0.174583333,14.50822891,2,0,1
117,E01000126,,,52.98214286,69.57142857,47.60714286,66.5,324.7857143,197.9821429,5.046428571,56.89285714,3.032142857,116.0535714,63.41071429,876.0178571,580.9642857,132.5892857,100.9107143,89.78571429,52.98214286,69.57142857,47.60714286,66.5,324.7857143,197.9821429,5.046428571,56.89285714,3.032142857,116.0535714,63.41071429,876.0178571,580.9642857,132.5892857,100.9107143,5257,12230,0.45,0,623,623,5.616666667,32.06375,3.134722222,15.77188889,1,3,3
3411,E01003588,,,64.75,82.5,59.75,81,229.5,100,3.4,40.5,1.45,77.5,60.5,581.5,392,102.5,74.75,84.25,64.75,82.5,59.75,81,229.5,100,3.4,40.5,1.45,77.5,60.5,581.5,392,102.5,74.75,3543,13355,0,0,583,584,5.6525,31.15176471,1.874166667,14.98158654,0,2,0
693,E01000730,,,67,79.5,66,80.5,252,146,2.4,44.5,1.2,77,39.5,389,306.5,106,79.5,54,67,79.5,66,80.5,252,146,2.4,44.5,1.2,77,39.5,389,306.5,106,79.5,3689,10980,0.0439239,0,542,543,5.676666667,30.34728571,1.724166667,14.31213235,2,0,1
3047,E01003197,,,70.71428571,79,69.42857143,79.42857143,195.2857143,132.5714286,2.214285714,34.42857143,1.3,51.57142857,48.85714286,380.8571429,310.7142857,96.42857143,81.42857143,64.14285714,70.71428571,79,69.42857143,79.42857143,195.2857143,132.5714286,2.214285714,34.42857143,1.3,51.57142857,48.85714286,380.8571429,310.7142857,96.42857143,81.42857143,3176,11033,0,0,601,601,5.681,30.78775735,0.227607843,14.74,3,0,2
1048,E01001093,,,64.33333333,81,61.5,77.83333333,259.6666667,136.6666667,3.416666667,45.33333333,1.65,62.16666667,56.16666667,566.8333333,367.1666667,153.5,88,74.83333333,64.33333333,81,61.5,77.83333333,259.6666667,136.6666667,3.416666667,45.33333333,1.65,62.16666667,56.16666667,566.8333333,367.1666667,153.5,88,3787,15474,0.0585652,0,600,601,5.703333333,26.49615385,0.821111111,12.803,2,0,1
2451,E01002578,,,57.6,77,52.8,74.8,291.4,149.4,5,51.4,2.38,97,62.6,848.4,506.2,125.6,96.8,99.4,57.6,77,52.8,74.8,291.4,149.4,5,51.4,2.38,97,62.6,848.4,506.2,125.6,96.8,4500,19102,0.0780031,0,560,560,5.707142857,33.6425,1.954444444,11.76,1,1,3
4450,E01004688,,,56.83333333,74.66666667,55.16666667,75.66666667,291.6666667,146.8333333,4.216666667,50.83333333,2.333333333,113.8333333,68.16666667,724.8333333,388.8333333,125.6666667,125.6666667,104.6666667,56.83333333,74.66666667,55.16666667,75.66666667,291.6666667,146.8333333,4.216666667,50.83333333,2.333333333,113.8333333,68.16666667,724.8333333,388.8333333,125.6666667,125.6666667,5059,13028,0.0564738,0,760,761,5.721111111,30.285,1.328181818,16.40571429,1,3,3
1659,E01001744,,,61.33333333,71.16666667,57.16666667,68.33333333,279.1666667,197.3333333,3.816666667,48.5,2.733333333,86.83333333,56.33333333,614.3333333,424.6666667,139,134.8333333,78.66666667,61.33333333,71.16666667,57.16666667,68.33333333,279.1666667,197.3333333,3.816666667,48.5,2.733333333,86.83333333,56.33333333,614.3333333,424.6666667,139,134.8333333,2920,10789,0.1856149,0,660,661,5.724,32.478125,2.736666667,15.346,0,3,2
1803,E01001899,,,78.33333333,79.83333333,80.83333333,82.5,132.8333333,119.6666667,1.316666667,23.33333333,1.216666667,46,43.5,223,204.6666667,93,93,59.83333333,78.33333333,79.83333333,80.83333333,82.5,132.8333333,119.6666667,1.316666667,23.33333333,1.216666667,46,43.5,223,204.6666667,93,93,2459,8740,0.1021438,0,531,532,5.727142857,32.39196078,1.583333333,15.58407407,3,1,2
3675,E01003864,,,62.375,79.125,56.75,75.375,254.375,112.75,6.2625,45,2.8,113.375,77.875,1006.5,622.375,160.75,100.25,147.5,62.375,79.125,56.75,75.375,254.375,112.75,6.2625,45,2.8,113.375,77.875,1006.5,622.375,160.75,100.25,4010,16394,0.0317221,0,642,652,5.752222222,32.68875,1.535,14.62111111,1,1,3
3005,E01003154,,,53.66666667,67.66666667,49.33333333,66.66666667,301.3333333,210.6666667,5.433333333,52.66666667,2.933333333,83.66666667,72.66666667,827.6666667,490.6666667,294.6666667,234.6666667,111.3333333,53.66666667,67.66666667,49.33333333,66.66666667,301.3333333,210.6666667,5.433333333,52.66666667,2.933333333,83.66666667,72.66666667,827.6666667,490.6666667,294.6666667,234.6666667,2867,10753,0.0795455,0,461,462,5.766772727,31.06642857,2.011909091,14.99240793,2,3,1
1510,E01001578,,,64,86.5,59,84.5,242,80.83333333,3.5,42.66666667,1.116666667,78.66666667,59,594.5,400.1666667,103.5,74.66666667,81,64,86.5,59,84.5,242,80.83333333,3.5,42.66666667,1.116666667,78.66666667,59,594.5,400.1666667,103.5,74.66666667,3867,11345,0.2459016,0,653,654,5.768,30.58575,2.475,14.31346154,0,2,0
2721,E01002860,,,61.54545455,76.81818182,58.54545455,74.54545455,233.3636364,138.0909091,4.118181818,40.45454545,2.281818182,93,67.72727273,683.4545455,464.5454545,185.4545455,108,106.9090909,61.54545455,76.81818182,58.54545455,74.54545455,233.3636364,138.0909091,4.118181818,40.45454545,2.281818182,93,67.72727273,683.4545455,464.5454545,185.4545455,108,4995,16249,0.011399,0,1011,1012,5.76875,30.07625,1.161666667,16.87490385,1,3,2
2767,E01002908,,,58.6,81.2,51.8,77.4,258.4,99.6,5.26,48.6,2.22,113.4,71.8,870.4,502,99.6,88.8,116.6,58.6,81.2,51.8,77.4,258.4,99.6,5.26,48.6,2.22,113.4,71.8,870.4,502,99.6,88.8,3445,14425,0.0177134,0,511,531,5.771746032,31.33380952,1.251545455,16.27578947,1,1,3
2997,E01003146,,,62.875,84,56.125,80.875,226.625,83.75,4.2125,40,1.625,98.125,68.75,715.625,459.625,109.625,74.5,107.625,62.875,84,56.125,80.875,226.625,83.75,4.2125,40,1.625,98.125,68.75,715.625,459.625,109.625,74.5,3480,13303,0,0,641,651,5.781717172,31.15730769,1.974,15.04956349,2,0,1
4368,E01004597,,,41.66666667,78.66666667,43.33333333,74.66666667,374,123.6666667,5.866666667,64.33333333,1.866666667,98.33333333,57.33333333,1256.333333,425.6666667,257,81,83.66666667,41.66666667,78.66666667,43.33333333,74.66666667,374,123.6666667,5.866666667,64.33333333,1.866666667,98.33333333,57.33333333,1256.333333,425.6666667,257,81,3065,12146,0.0138714,0,723,724,5.788222222,31.72228571,1.601666667,15.4802381,2,0,1
1429,E01001492,,,58.33333333,80.33333333,51,76.66666667,274,112,4.466666667,48.33333333,1.966666667,104,63,769.3333333,539.6666667,101.3333333,69,93.33333333,58.33333333,80.33333333,51,76.66666667,274,112,4.466666667,48.33333333,1.966666667,104,63,769.3333333,539.6666667,101.3333333,69,3426,13415,0.030303,0,622,622,5.804666667,30.80916667,1.928333333,14.36733822,0,2,0
455,E01000475,,,57,88,50,88,292,58,4.1,52,0.8,68,68,620,319,201,71,80,57,88,50,88,292,58,4.1,52,0.8,68,68,620,319,201,71,4500,16021,0.1746032,0,670,670,5.818571429,29.79142857,2.69,15.82,1,1,3
1783,E01001879,,,65.66666667,79.66666667,61.66666667,79,213,114,3.7,37.66666667,1.8,95,71.66666667,623.3333333,365.3333333,101,86.66666667,97.66666667,65.66666667,79.66666667,61.66666667,79,213,114,3.7,37.66666667,1.8,95,71.66666667,623.3333333,365.3333333,101,86.66666667,2981,10909,0.0151057,0,751,771,5.83,32.68502564,2.421111111,15.06333333,1,1,3
452,E01000472,,,67.33333333,80.66666667,62.66666667,75.33333333,291.3333333,186.6666667,2.4,50,1.6,58,47,211.3333333,166.3333333,298.3333333,111,50.66666667,67.33333333,80.66666667,62.66666667,75.33333333,291.3333333,186.6666667,2.4,50,1.6,58,47,211.3333333,166.3333333,298.3333333,111,4009,13459,0,0,590,590,5.831349206,30.48386447,2.268511905,15.93375153,1,1,3
4314,E01004541,,,71,87,69,85,164,62,2.7,29,1.1,128,64,432,370,95,64,95,71,87,69,85,164,62,2.7,29,1.1,128,64,432,370,95,64,2290,9031,0.0012469,0,600,601,5.838571429,32.58714286,2.314444444,15.94714286,3,0,1
3976,E01004185,,,87.375,89,88.6875,90.625,59.375,45.5625,0.91875,10.6875,0.73125,65.3125,63.5,218.5625,211.4375,99.125,82.75,90.875,87.375,89,88.6875,90.625,59.375,45.5625,0.91875,10.6875,0.73125,65.3125,63.5,218.5625,211.4375,99.125,82.75,3183,9502,0.0171233,0,651,651,5.840909091,31.36846154,2.0625,14.5,3,0,2
